L_var_ID	Orthogroup	LVeggA	LVeggB	LVeggC	LV4cA	LV4cB	LV4cC	LV16cA	LV16cB	LV16cC	LV32cA	LV32cB	LV32cC	LVblA	LVblB	LVblC	LVgaA	LVgaB	LVgaC	LVprA	LVprB	LVprC
LVA_30480	OG0004571	751	750	1021	741	1373	1711	730	967	249	530	690	612	392	260	428	614	345	402	384	252	243
LVA_30481	OG0008815	8	48	57	90	53	101	160	221	120	160	17	97	82	85	78	509	158	192	173	139	211
LVA_30482	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	7	0	1
LVA_30483	OG0008814	2	7	13	45	22	55	20	32	91	123	93	199	108	402	118	563	302	375	446	226	236
LVA_30484	OG0002871	684	947	1055	1973	869	1356	1563	2057	1249	1169	2426	2960	409	571	758	891	551	873	654	278	279
LVA_30485	OG0006285	81	33	41	412	486	335	303	368	130	245	475	301	148	111	141	202	160	146	199	179	217
LVA_30486	OG0008813	67	25	57	51	81	24	25	43	48	15	53	37	236	138	421	537	328	577	646	410	487
LVA_30487	NA	0	1	15	3	0	0	5	0	0	0	4	2	32	14	21	31	30	11	13	13	13
LVA_30488	NA	287	112	129	335	525	681	1115	1669	724	402	744	875	549	514	474	672	420	446	801	530	618
LVA_30489	OG0014953	145	179	156	410	300	1397	476	416	781	323	1530	1021	178	272	203	505	271	445	495	286	252
LVA_30490	OG0014952	154	72	66	358	617	263	288	355	56	321	432	607	33	46	36	194	74	121	372	188	224
LVA_30492	OG0004570	815	811	1244	2373	3106	3397	3435	4621	1858	2836	1949	2211	392	481	685	649	420	528	463	300	389
LVA_30493	OG0001792	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	5	6	4	52	41	58
LVA_30494	NA	99	60	70	158	91	53	69	86	51	134	126	245	123	108	48	293	168	206	360	224	196
LVA_30495	OG0012017	1217	3893	2632	1111	1532	2826	4586	5726	3315	2416	4378	3986	4988	4500	6403	4982	3992	3457	2212	1887	1983
LVA_30496	NA	1	2	2	7	3	4	2	1	2	2	4	2	59	68	74	43	16	72	51	18	29
LVA_30497	OG0000903	4	0	0	6	1	1	0	1	0	1	1	2	12	12	11	14	10	13	10	5	6
LVA_30498	OG0008811	602	496	756	4936	3866	4340	4634	5839	4508	1647	3607	3710	990	639	798	1163	653	778	943	702	824
LVA_30499	OG0008810	324	253	474	2561	2246	1899	893	1207	956	510	595	866	275	190	254	374	272	262	658	324	367
LVA_305	NA	31	8	6	61	41	30	82	144	121	52	24	129	152	55	21	107	95	40	105	92	113
LVA_30500	OG0008809	0	2	0	0	0	1	0	0	0	0	0	0	4	0	2	1	17	3	1	3	0
LVA_30501	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	3
LVA_30502	OG0002403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	1	0	1
LVA_30503	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	1	3	2	4
LVA_30504	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	1	3	4
LVA_30505	NA	0	1	0	0	0	2	0	0	1	0	1	2	32	21	31	284	41	125	597	638	548
LVA_30506	OG0008808	118	79	136	514	633	505	635	768	688	555	1026	955	611	684	803	801	357	616	544	320	320
LVA_30507	NA	106	0	1	1	0	0	0	0	1	77	0	1	22	4	13	12	11	48	33	30	6
LVA_30508	OG0004569	234	22	171	362	281	418	446	430	386	272	561	631	461	621	451	1246	565	1274	1347	451	421
LVA_30509	OG0001540	1	0	0	0	0	1	0	0	0	1	0	0	9	7	20	5	0	3	1	1	1
LVA_3051	OG0014163	438	446	779	713	1148	1048	660	820	688	222	898	593	374	633	526	1123	727	611	734	380	536
LVA_30510	OG0000120	4	0	0	0	1	0	0	1	6	1	2	0	23	27	5	30	12	30	11	24	16
LVA_30511	OG0012016	17956	17521	20316	20059	14507	12607	13592	14973	9911	12491	13910	15376	8026	8977	10890	12227	7362	8055	6407	4093	3967
LVA_30512	OG0012140	31346	32724	27512	20537	16486	13224	8884	10988	8212	9316	9968	7262	28347	31458	28868	36806	21221	30294	17212	11510	8897
LVA_30513	OG0004609	20	30	73	25	34	117	60	52	55	104	110	112	264	445	414	405	209	240	282	145	156
LVA_30515	OG0004610	98	124	92	824	544	443	217	216	487	709	474	845	962	601	1094	1037	825	1059	940	595	601
LVA_30516	OG0006349	34	39	66	55	40	99	121	115	62	82	70	160	40	62	47	88	48	42	49	42	44
LVA_30517	NA	412	1507	1017	2030	1787	2448	3120	3666	3386	2200	1414	2512	836	1065	1264	2331	1300	1345	1276	823	811
LVA_30518	OG0008931	0	0	0	2	0	0	1	4	1	1	0	1	9	7	5	18	9	28	47	38	41
LVA_30519	OG0006354	52	17	9	51	51	36	101	109	89	154	28	97	166	317	94	504	215	422	425	250	248
LVA_3052	OG0015859	12	8	9	44	5	16	45	35	23	33	37	25	265	377	322	472	294	318	345	263	244
LVA_30520	OG0004611	4134	10851	8603	8183	5542	5304	4913	6398	4672	5735	6708	5383	3374	4483	3839	4561	3679	3866	3138	2150	2053
LVA_30521	OG0002073	397	286	512	2137	2004	1944	2309	2908	2018	2666	3794	3622	1584	1042	1648	740	607	776	309	104	133
LVA_30522	OG0006355	518	1014	647	1989	1884	1700	2793	3427	1829	687	5798	3420	216	240	140	13737	3713	6552	44826	44418	51175
LVA_30524	OG0000501	6	55	22	21	57	105	146	165	148	125	638	435	98	96	99	153	181	163	12552	14371	17093
LVA_30525	OG0006355	515	1015	647	1978	1862	1722	2766	3273	1794	681	5798	3290	210	244	145	13864	3795	6677	45386	45160	51931
LVA_30526	OG0000501	4	14	5	6	19	31	57	56	42	41	190	139	27	30	26	50	52	49	4590	5225	6472
LVA_30527	NA	19	230	48	144	227	320	304	331	316	256	1289	814	238	237	209	363	422	332	23274	27216	31005
LVA_30528	OG0012146	9	130	24	82	129	162	122	132	133	86	481	300	100	104	89	150	171	129	8975	10458	11760
LVA_30529	NA	2	89	29	9	49	177	77	104	8	11	88	78	187	62	191	145	25	151	113	22	45
LVA_3053	OG0011031	451	2105	1103	3670	2338	3734	1623	1518	1374	682	1321	1483	678	919	825	2075	1663	1260	1099	632	847
LVA_30530	OG0000501	0	0	0	0	0	0	0	1	0	1	2	0	0	2	3	6	0	5	7	0	8
LVA_30531	OG0000501	3	13	16	48	15	12	25	16	41	9	80	26	26	53	116	16	20	19	357	345	584
LVA_30532	OG0000594	1	7	8	8	19	22	23	19	11	18	35	48	1326	811	1342	668	384	342	199	62	58
LVA_30533	OG0002894	0	3	2	4	2	3	0	3	1	2	10	3	339	257	487	435	208	198	73	47	27
LVA_30535	OG0015007	0	4	2	0	0	1	0	0	0	0	3	1	0	1	1	2	1	0	1	0	2
LVA_30536	OG0015007	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
LVA_30537	NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	1	0	0	2	0
LVA_30538	OG0004612	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	9	1	0	2	0	0
LVA_30539	OG0015008	0	3	4	0	0	3	0	2	1	1	3	2	100	107	22	2330	1185	1013	1628	1308	941
LVA_3054	OG0015858	44	18	129	539	68	84	282	330	396	75	373	210	255	127	190	313	176	236	190	120	113
LVA_30540	OG0012147	9	0	0	0	0	0	9	0	0	0	0	0	0	1	0	4	4	3	1	0	2
LVA_30541	OG0006356	3	0	0	2	1	0	0	0	0	1	1	1	4	0	2	2	0	0	9	14	6
LVA_30542	OG0015009	0	0	4	0	0	0	0	0	0	0	0	0	1	1	1	6	1	5	16	32	31
LVA_30544	OG0012148	76	2	0	5	1	7	5	2	9	5	8	9	2043	1635	2584	1342	838	868	1129	567	566
LVA_30546	OG0006357	7	19	29	65	60	55	32	52	4	29	46	38	20	10	16	24	8	17	12	0	1
LVA_30549	OG0015010	1	1	0	0	0	5	2	1	0	0	3	2	0	0	1	0	0	2	0	0	0
LVA_3055	OG0014162	82	214	269	315	484	113	294	395	348	198	818	304	228	277	710	958	666	697	606	376	400
LVA_30550	OG0012149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_30551	OG0004613	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
LVA_30552	OG0004613	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1
LVA_30553	OG0000797	54	0	2	1	0	0	0	2	43	0	0	2	27	18	29	2	4	6	4	2	2
LVA_30554	OG0008932	8	7	4	0	0	1	162	87	129	541	1660	1335	8392	5018	9621	7416	4640	5822	2580	1019	1162
LVA_30555	OG0012150	110	81	171	255	272	516	338	411	443	561	1002	947	329	405	526	904	529	835	1148	944	948
LVA_30556	OG0002074	36	273	171	191	172	223	315	363	1	5	3	2	64	43	68	253	40	177	477	247	192
LVA_30557	OG0012151	203	189	501	1339	898	1068	815	795	1135	996	1017	1543	1587	1744	1895	2732	1251	1669	1872	1192	1297
LVA_30558	OG0004614	135	148	91	161	346	484	234	238	234	253	348	340	2671	2884	3676	4098	2695	3193	2650	1657	1746
LVA_30559	OG0000401	48	80	71	113	70	127	49	43	89	58	31	6	42	21	70	40	48	27	29	43	31
LVA_3056	OG0014161	4	4	2	17	9	6	4	3	10	3	12	25	9	3	4	10	2	1	50	58	65
LVA_30560	OG0008933	159	294	190	253	501	912	538	778	609	389	517	883	262	250	275	694	474	500	1469	943	1063
LVA_30561	OG0012152	147	132	112	380	332	401	452	473	756	652	1461	734	778	742	1190	1168	738	778	661	536	547
LVA_30562	OG0012153	3	3	16	8	12	2	11	10	12	17	9	15	13	13	5	30	20	15	12	23	7
LVA_30563	OG0012154	11	14	4	65	144	51	186	250	313	107	95	153	758	881	731	1424	809	1129	1135	822	907
LVA_30564	OG0012155	541	324	385	1311	1076	1392	1488	1896	1073	609	1420	1245	281	557	326	798	588	800	1293	924	1012
LVA_30565	OG0000437	1	2	79	57	68	6	1	1	0	14	1	1	78	92	11	17	343	634	588	93	12
LVA_30566	OG0000039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0
LVA_30569	NA	160	94	93	126	37	46	43	62	38	6	26	18	25	32	13	330	145	156	185	87	71
LVA_3057	OG0014160	564	446	3230	3964	2318	2150	3935	5088	2753	4653	3808	7248	96	108	31	382	100	186	1893	1864	1938
LVA_30570	OG0015012	130	77	125	175	162	185	236	247	119	149	312	251	133	293	191	560	201	274	469	555	545
LVA_30571	NA	0	1	1	6	1	4	4	7	2	7	9	0	7	3	5	10	5	4	4	5	7
LVA_30572	NA	0	0	0	2	0	0	1	1	1	1	7	1	6	2	3	16	2	3	2	2	2
LVA_30573	OG0015013	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0
LVA_30574	OG0012156	0	0	0	0	0	2	0	0	1	1	0	0	2	1	15	2	2	4	2	2	0
LVA_30575	OG0008934	0	0	0	0	1	0	1	0	5	0	2	3	3	2	0	4	0	2	120	74	64
LVA_30577	OG0000039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_30580	OG0006359	137	44	89	321	473	157	142	161	188	66	406	247	131	151	209	184	150	222	166	156	140
LVA_30581	OG0002895	11728	17273	10230	13094	9370	13513	20459	24180	16847	14921	16099	25399	1654	2369	2023	4241	2816	3412	3633	2881	2946
LVA_30583	OG0004615	62	134	152	319	220	442	822	931	575	979	1183	1470	316	268	482	173	188	146	109	104	262
LVA_30584	OG0010830	2364	1932	3541	5221	6064	6336	7100	8624	5314	5579	5414	7293	1002	700	1034	2149	1258	1243	1230	888	877
LVA_30585	OG0017043	26	24	24	30	5	32	18	17	6	6	18	18	6	17	2	52	34	27	199	138	92
LVA_30586	NA	6	3	0	2	3	3	2	2	1	1	0	2	0	3	2	2	14	1	14	12	18
LVA_30587	OG0009160	2	1	0	5	15	3	6	12	8	1	32	23	1	2	1	12	21	10	5	10	11
LVA_30588	OG0000390	5	7	2	20	38	10	22	20	24	5	47	60	4	7	4	18	35	29	46	51	46
LVA_30589	OG0000390	2	0	3	2	0	0	1	1	0	1	0	0	3	3	15	13	10	7	14	6	4
LVA_3059	NA	4	4	9	1	3	11	1	4	1	3	2	4	24	31	26	67	35	72	90	61	48
LVA_30590	OG0000390	0	1	4	4	0	1	4	9	1	0	4	2	3	2	4	9	33	4	42	16	12
LVA_30591	OG0010820	317	66	71	110	216	81	167	188	210	160	28	249	47	146	99	248	193	191	424	322	275
LVA_30592	NA	0	0	0	0	0	2	0	0	0	1	0	1	4	6	13	15	17	27	33	10	19
LVA_30593	NA	0	0	0	0	1	1	0	0	0	0	1	0	0	0	5	2	8	2	12	3	4
LVA_30594	NA	209	58	50	74	131	68	122	146	152	118	25	169	37	98	72	179	117	138	265	232	181
LVA_30595	OG0008935	932	1025	1049	1314	1134	1180	1084	1969	87	706	261	800	1924	1299	2740	3693	2210	2572	3312	1650	1200
LVA_30596	OG0012158	1	3	15	20	25	19	28	39	13	19	10	7	88	98	56	128	36	100	117	64	82
LVA_30597	OG0008936	602	648	907	1671	1281	1731	1987	2520	1591	1484	3072	2336	1189	911	1679	1269	585	773	587	301	350
LVA_30598	OG0006360	338	476	665	1854	1130	1459	916	1360	556	1249	706	1299	629	1266	913	2394	1354	1672	1086	588	738
LVA_30599	OG0012159	1199	574	1202	545	780	925	887	1056	786	671	1114	1480	1693	1469	2110	1767	1091	1837	1467	745	690
LVA_306	NA	0	2	0	0	0	0	0	1	0	0	0	0	9	3	33	7	1	6	3	7	3
LVA_30600	OG0012255	5	17	22	83	83	19	152	94	14	14	48	39	9	8	14	18	30	12	33	48	33
LVA_30601	OG0009032	78	299	344	681	85	327	335	311	159	129	107	481	582	558	689	1132	574	830	1086	723	826
LVA_30602	NA	33	13	42	29	75	30	60	68	28	8	49	34	19	14	280	65	53	40	209	306	194
LVA_30603	OG0002913	153	194	135	654	453	486	412	526	162	482	291	730	259	220	381	459	219	314	368	269	257
LVA_30604	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
LVA_30605	OG0000052	0	0	0	0	0	0	0	0	0	57	0	0	1	0	4	0	9	9	5	15	6
LVA_30606	OG0009033	110	24	111	340	73	53	151	158	132	157	483	64	118	420	240	709	630	263	681	506	868
LVA_30607	OG0016193	4845	5259	4121	13590	14446	17011	16458	21500	10610	18459	22704	20528	18826	14373	21948	19505	8965	16013	8958	6101	6544
LVA_30608	OG0017856	2	0	1	5	9	4	7	10	6	3	8	9	9	4	10	15	8	7	38	28	24
LVA_30609	OG0012256	75	55	81	182	214	182	266	338	218	70	259	235	143	94	126	611	266	245	1245	1195	1214
LVA_3061	OG0014159	2	5	5	2	8	29	3	14	6	6	6	4	86	71	70	177	65	114	113	77	85
LVA_30610	OG0004648	12533	14063	13819	10546	9403	7754	9034	11046	6785	4536	4868	9478	71	176	100	355	239	339	610	374	366
LVA_30611	OG0012257	30	29	267	343	384	460	442	648	344	290	600	840	181	203	151	401	265	295	369	252	234
LVA_30612	OG0015052	548	696	624	772	1382	1389	1292	1428	852	1393	2143	1796	422	1056	670	804	504	524	404	229	234
LVA_30613	OG0012258	162	380	522	458	1093	505	304	130	745	213	451	1675	471	194	614	564	296	290	260	200	238
LVA_30614	OG0002427	1	3	2	0	0	0	585	950	668	1	2	3	216	2	5	2	9	570	1311	6	2
LVA_30615	OG0002412	7	6	33	15	18	8	2	6	0	2	4	1	2	2	17	6	43	14	7	17	4
LVA_30616	OG0009034	6	6	17	11	16	4	5	8	0	3	9	2	7	2	13	20	40	14	4	10	5
LVA_30617	OG0012259	57	35	33	95	199	125	1497	2709	263	108	512	118	72	130	317	370	402	330	296	145	175
LVA_30618	OG0015053	612	872	1447	1573	1314	2211	2135	2690	2207	1339	1410	2561	93	154	70	168	187	201	1071	1128	1070
LVA_30619	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_3062	OG0014158	27	32	24	27	234	41	38	34	12	252	19	100	380	512	676	1132	814	1314	2160	1302	970
LVA_30620	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LVA_30621	OG0006405	360	368	290	1138	1208	1244	2964	3522	2098	3112	3318	3438	1182	1556	2122	3630	2450	1888	1562	1288	1174
LVA_30622	NA	39	35	37	119	100	130	256	313	206	227	302	305	100	138	179	310	224	159	147	101	112
LVA_30623	OG0006406	2903	4839	5398	4762	3583	5840	6700	8506	4503	6349	8175	7629	1518	1210	1730	2500	1482	1850	2254	2126	2036
LVA_30627	NA	9	2	87	86	24	4	10	4	173	268	7	8	41	32	68	94	33	23	23	547	271
LVA_30628	OG0009035	296	384	271	387	248	283	585	429	218	174	534	232	867	699	1066	2106	1413	1132	1156	577	770
LVA_30629	OG0012262	0	32	4	3	38	144	14	2	1	2	31	2	0	2	0	2	4	14	29	36	210
LVA_30630	OG0009036	1	0	4	11	19	3	25	43	11	8	23	9	103	119	106	44	40	35	58	89	42
LVA_30632	OG0015055	27	68	56	381	543	620	787	932	776	886	882	921	4	7	4	3	1	7	41	35	26
LVA_30633	OG0015056	182	108	728	505	558	582	1016	1399	1150	1134	1290	2554	639	948	774	1143	684	1100	958	609	607
LVA_30634	NA	287	180	187	152	179	161	153	188	258	189	141	251	274	667	81	651	459	485	693	697	489
LVA_30636	OG0017064	0	0	4	0	1	0	19	32	0	4	0	0	0	0	0	0	4	0	0	16	2
LVA_30639	NA	148	82	102	72	68	78	70	87	118	93	79	132	165	377	43	340	246	258	375	347	271
LVA_30640	OG0012264	535	315	1108	1060	1334	1487	784	762	494	254	942	818	4816	4087	4379	4900	3583	4584	2210	1397	1440
LVA_30641	OG0006407	4436	4762	6122	7777	6780	7332	11765	13761	9574	9504	13358	12812	3704	3664	4350	5122	2707	2848	2372	1744	1740
LVA_30642	OG0006408	23	1	3	2	5	6	2	8	38	5	13	6	151	114	175	260	173	124	144	115	127
LVA_30643	OG0012265	841	730	776	498	629	825	1056	1231	761	776	1170	1259	334	285	264	454	256	273	269	209	214
LVA_30644	OG0012266	124	135	196	379	512	594	993	1123	597	694	1908	785	168	262	243	132	67	131	203	120	194
LVA_30645	OG0012267	95	24	83	108	74	37	18	7	21	25	43	9	235	153	157	309	233	203	266	185	199
LVA_30646	OG0006409	0	0	3	0	0	1	0	0	1	0	0	2	386	531	818	1195	756	521	447	237	248
LVA_30648	NA	0	2	0	0	1	0	0	0	0	1	0	0	2	7	7	2	7	3	12	7	9
LVA_3065	OG0015857	33	52	48	113	56	99	45	69	54	26	64	82	37	56	83	192	89	123	208	153	128
LVA_30650	OG0011492	2	19	3	0	0	7	0	0	2	1	0	1	1	15	29	44	73	178	225	0	8
LVA_30652	OG0015057	5953	2353	5340	3889	4118	3621	5532	6370	3044	2909	4679	6996	2366	2844	2890	2830	2067	2324	1798	1160	1219
LVA_30653	OG0009037	38	56	68	212	476	404	564	576	664	326	776	740	24	60	20	1124	416	632	792	684	696
LVA_30654	OG0006410	890	311	660	558	479	675	972	947	742	717	749	1129	827	780	736	2102	1011	1358	1361	849	848
LVA_30657	OG0012268	382	582	565	1185	712	1420	1165	1624	665	1566	1560	1426	888	1017	904	544	356	551	315	200	208
LVA_30658	OG0002082	22	6	11	40	18	23	56	65	14	26	24	49	100	114	77	209	121	183	221	110	107
LVA_30660	OG0002082	2	8	3	10	7	5	4	9	1	1	18	12	3	2	8	15	5	8	9	33	42
LVA_30661	OG0012269	40	57	121	256	213	284	812	582	352	595	621	311	1205	1775	2192	2821	1959	2372	1807	796	934
LVA_30662	OG0012270	32	8	11	16	36	15	35	37	95	115	54	64	1769	1464	2424	1308	908	1194	1071	799	873
LVA_30663	OG0016551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_30664	OG0004649	3	1	0	0	1	0	0	1	0	0	7	0	1	0	0	1	4	0	1	1	1
LVA_30667	OG0000039	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LVA_30668	OG0012271	197	53	135	372	797	235	1609	2281	951	740	510	893	312	322	292	655	398	394	300	167	128
LVA_30669	OG0012272	2524	1457	4052	7084	5384	4780	9124	10899	10776	7161	9001	8692	1272	2031	2296	2342	2104	2132	2191	1329	1503
LVA_30670	NA	35	0	1	3	0	2	1	1	0	8	1	1	73	48	126	77	81	30	31	24	31
LVA_30671	OG0015058	20	85	81	185	203	373	324	379	382	142	512	449	110	89	49	105	65	64	70	48	68
LVA_30672	OG0002903	3	2	10	6	17	6	49	61	105	32	6	75	7	8	11	35	14	19	11	12	10
LVA_30673	OG0018619	9	10	82	1	6	10	4	1	26	16	1	4	64	95	96	43	9	7	43	86	24
LVA_30674	OG0012273	597	1023	943	1081	916	1300	2174	2965	1264	1165	1686	1948	231	258	287	288	167	179	241	199	197
LVA_30675	OG0012275	201	80	159	72	132	78	218	309	27	79	137	74	897	1315	1723	3108	1810	2555	2227	1136	1204
LVA_30676	OG0017012	3	2	0	3	11	4	10	1	35	5	21	13	2	13	14	6	8	6	24	6	6
LVA_30677	OG0012276	4189	4555	5282	5003	4108	3918	4678	5665	3747	4041	6820	5990	5577	3897	6031	4416	3149	3269	2678	1882	1833
LVA_30678	OG0009038	3221	4668	3186	3200	2696	2825	2521	3054	2348	1814	2650	3528	615	754	560	1089	526	415	669	691	748
LVA_30679	OG0009039	132	114	195	928	1074	754	856	1000	681	442	1286	1208	425	418	370	589	308	484	726	380	480
LVA_30680	OG0006412	30	98	84	286	990	968	350	376	364	722	1304	508	998	806	1112	834	525	674	878	952	850
LVA_30681	OG0002083	0	0	0	0	1	0	3	3	1	0	0	0	2	5	11	2	5	10	338	461	361
LVA_30682	NA	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	131	187	118
LVA_30683	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	99	78	101
LVA_30684	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	10	7	5
LVA_30685	NA	0	1	0	0	0	0	0	1	1	0	0	2	4	7	2	3	10	2	338	426	255
LVA_30686	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	15	0	70	47	43
LVA_30687	NA	1	0	0	0	0	0	0	0	0	0	1	0	6	166	4	31	14	345	275	56	28
LVA_30688	OG0009040	515	447	86	791	544	475	473	453	374	205	533	695	376	282	464	422	210	215	297	233	226
LVA_30689	OG0004650	45	9	20	339	142	72	137	139	180	57	225	166	43	52	36	115	109	92	183	99	91
LVA_3069	OG0000056	12	13	16	13	20	21	21	19	27	46	83	39	6	9	18	35	14	18	27	13	21
LVA_30691	OG0004650	13	2	3	87	33	20	44	32	56	14	51	54	9	14	7	27	31	27	52	27	29
LVA_30694	NA	57	73	107	119	98	101	144	161	128	125	128	195	235	169	289	655	354	334	413	314	315
LVA_30695	OG0006413	291	447	586	662	522	562	849	955	735	795	876	1190	1236	1047	1806	3868	2124	2011	2348	1770	1727
LVA_30696	OG0000692	44	20	4	6	2	48	77	67	20	21	6	10	10	4	4	24	22	19	527	601	668
LVA_30697	OG0000161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_30698	OG0011538	55	1	2	7	0	2	3	0	11	0	1	2	0	0	0	2	4	7	25	18	13
LVA_30699	OG0016553	1	0	3	1	0	0	0	0	3	4	2	0	0	0	1	14	11	8	42	9	15
LVA_307	NA	0	1	0	0	0	0	0	0	0	0	0	0	3	1	10	15	6	17	8	40	40
LVA_3070	OG0015856	40	45	69	97	75	149	137	122	181	226	414	200	97	91	121	222	135	123	164	133	128
LVA_30702	OG0012277	6	6	54	4	16	8	4	13	10	35	18	8	200	114	170	170	117	127	350	370	432
LVA_30703	OG0018287	0	0	3	3	5	10	2	3	2	4	6	5	6	13	18	18	8	13	10	3	9
LVA_30704	OG0000459	1	1	2	6	13	4	1	2	4	4	8	12	8	14	8	22	10	12	8	5	12
LVA_30705	OG0000459	0	1	3	4	5	12	4	4	3	8	11	11	16	10	13	12	10	12	12	4	6
LVA_30707	OG0001541	0	0	3	3	3	1	4	5	0	4	13	14	22	37	23	17	12	12	9	6	4
LVA_30708	OG0003826	3	0	2	11	22	9	13	10	16	16	8	33	10	36	27	29	14	5	15	2	3
LVA_30709	OG0015060	18	6	14	65	40	32	42	37	51	39	95	58	822	1047	938	1128	718	679	412	428	306
LVA_3071	OG0003430	5	3	6	22	5	10	5	1	8	0	3	27	3	0	0	0	0	0	1	0	0
LVA_30712	OG0012278	0	0	1	0	0	0	1	0	0	7	1	0	3	2	1	111	67	2	15	56	2
LVA_30713	OG0009041	5	0	2	0	9	0	4	1	1	1	2	0	14	43	12	36	18	21	110	43	54
LVA_30714	OG0012279	0	1	0	0	0	0	3	1	0	0	0	1	7	5	3	5	5	17	328	341	406
LVA_30715	OG0001544	0	0	0	0	0	0	1	0	0	2	0	0	1	2	7	3	2	1	2	0	1
LVA_30716	OG0003601	5	3	3	36	6	3	55	86	8	6	15	75	9	21	10	169	20	90	319	306	272
LVA_30717	OG0012280	2056	1374	1602	2211	2260	2304	3168	3813	2515	2060	3166	5276	324	291	396	451	280	370	360	244	241
LVA_30718	OG0000396	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	2	0	1	0	0
LVA_30719	OG0006415	16	17	37	53	12	48	1	3	1	6	102	6	78	25	56	75	120	60	60	32	225
LVA_3072	OG0011030	32	38	53	205	135	208	197	312	91	78	130	159	13	25	18	91	71	40	62	57	65
LVA_30720	OG0012281	203	161	422	1705	1482	1581	1853	2409	2089	545	1663	1177	860	901	908	1766	1231	1457	1850	1254	1436
LVA_30721	NA	9	9	41	67	21	99	51	52	16	45	65	28	5665	3699	6869	2485	1565	2577	2011	1247	1562
LVA_30722	NA	77	382	429	883	393	593	280	398	84	331	849	143	241	239	428	198	109	251	230	122	126
LVA_30723	OG0012118	664	1034	1126	3841	3849	8086	12219	16823	7488	5751	12513	13669	4348	5131	7045	6557	4169	5798	4273	2844	2559
LVA_30724	OG0012117	28	37	42	22	18	69	39	72	63	17	90	7	55	69	69	102	106	125	278	278	204
LVA_30726	OG0004603	939	834	775	1934	2838	3012	2234	2259	2523	1247	2425	4246	812	644	785	1158	825	1119	915	575	574
LVA_30727	OG0008897	211	1178	452	927	1069	1702	432	254	587	372	1476	843	192	364	385	605	384	347	519	550	635
LVA_30729	OG0014466	161	157	51	415	152	448	295	82	484	1319	394	784	1785	1782	1919	1979	1328	1382	1224	950	731
LVA_3073	OG0007907	5	1	7	8	4	5	8	15	13	3	2	0	104	37	75	204	136	125	235	223	158
LVA_30730	OG0008896	44	95	74	107	134	415	399	567	309	214	379	332	101	156	107	173	137	198	261	142	137
LVA_30731	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_30732	OG0012116	5	0	0	0	0	0	0	0	0	0	1	2	0	4	3	1	0	0	1	0	0
LVA_30735	NA	28	30	11	58	26	78	58	17	106	291	86	180	336	319	387	440	245	318	252	178	153
LVA_30736	OG0008896	59	53	56	143	133	216	232	291	365	195	408	298	78	96	104	151	142	159	221	115	128
LVA_30737	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LVA_30738	OG0012116	3	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	1	0	0
LVA_30741	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_30742	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_30743	OG0017834	0	2	0	0	0	0	1	4	0	0	0	0	0	1	0	2	5	37	38	3	2
