H_ery_ID	HEeggA	HEeggB	HEeggC	HE4cA	HE4cB	HE4cC	HE16cA	HE16cB	HE16cC	HE32cA	HE32cB	HE32cC	HEblA	HEblB	HEblC	HEgaA	HEgaB	HEgaC	HEprA	HEprB	HEprC
HER_34692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34694	0	0	0	50	0	1	12	1	0	0	8	0	2	0	1	1	0	2	2	0	0
HER_34695	95	149	369	314	360	175	1925	470	470	223	1262	297	86	129	70	17	11	9	15	12	2
HER_34696	2	0	1	1	2	0	4	3	12	0	0	1	4	3	2	3	1	0	11	8	6
HER_34697	0	0	2	0	1	0	0	0	1	2	1	1	1	3	2	1	0	0	4	2	2
HER_34698	0	0	1	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0
HER_34699	3	4	3	35	23	11	15	34	24	7	6	73	4	26	2	12	4	3	5	4	3
HER_347	0	0	0	0	0	0	0	0	0	0	0	0	7	4	6	2	2	3	3	2	2
HER_3470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34700	58	94	49	51	74	50	121	82	84	34	88	58	3749	3101	1746	508	1106	815	794	559	312
HER_34701	42	68	34	56	49	49	103	70	64	30	64	65	3819	3807	1494	424	1104	708	678	469	303
HER_34705	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	2	0	1	0	0
HER_34707	221	428	267	986	1186	1312	1838	1494	1520	1077	1572	2008	1553	2139	1254	558	881	626	1220	971	314
HER_34708	130	40	139	224	106	110	196	138	188	96	187	424	1920	2019	2664	4560	6119	5401	8384	5004	5178
HER_34709	87	462	225	680	533	322	506	1307	575	838	297	385	64	125	103	64	61	30	103	52	59
HER_3471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34710	0	0	0	1	2	0	1	0	0	0	0	1	78	8	3	14	1	45	24	15	31
HER_34711	476	997	653	1026	799	388	1908	946	1189	589	1133	1722	2711	2406	2214	1314	1897	1337	2753	1912	884
HER_34712	0	0	0	18	0	0	0	1	1	0	0	3	13	8	11	10	9	2	8	6	2
HER_34713	340	104	88	630	612	591	1629	357	891	200	944	881	294	427	223	330	554	486	603	533	366
HER_34715	51	237	95	741	434	353	680	239	346	97	445	505	622	876	785	592	1016	704	985	716	465
HER_34716	1	0	0	2	2	1	1	3	4	4	1	4	1891	2692	1552	1966	4099	2251	1589	1364	638
HER_34718	1670	2463	3165	2115	1675	1484	3864	2312	2793	1583	2693	3236	1256	1521	855	883	887	773	1547	961	382
HER_34719	120	156	129	483	607	485	1697	379	1540	257	1347	734	88	129	125	387	290	392	664	444	285
HER_3472	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	2	3	2	0
HER_34721	370	506	344	1615	948	863	2200	705	976	423	1380	1270	935	620	865	708	1240	993	1353	1014	343
HER_34722	0	0	0	0	1	0	2	0	0	1	0	0	7	21	3	4	3	2	7	6	4
HER_34723	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
HER_34724	8	75	30	152	31	12	224	20	9	12	182	12	378	91	164	136	34	44	140	88	206
HER_34727	20	14	26	120	64	163	447	44	74	34	347	185	732	896	1021	511	904	547	1018	779	520
HER_34728	345	333	779	2000	1633	1399	1970	1743	1600	1211	1549	1837	944	1087	961	696	1439	884	731	571	384
HER_34729	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	2	3	1	1
HER_3473	0	0	0	0	0	0	0	0	0	0	0	0	22	12	5	6	3	2	2	2	1
HER_34730	60	40	189	357	273	300	465	401	421	136	234	432	161	185	210	116	264	160	159	139	61
HER_34732	24	50	38	48	82	96	28	45	44	17	22	116	56	15	44	52	77	136	185	126	142
HER_34734	7	0	3	4	66	32	79	17	90	7	58	164	4	68	1	5	2	2	3	4	4
HER_34736	15	98	35	67	90	84	333	160	185	108	200	171	110	185	64	56	61	62	66	68	19
HER_34737	4	18	4	64	42	71	94	116	116	72	89	119	57	107	22	40	32	24	24	28	21
HER_34738	1	12	1	22	6	2	11	10	9	3	8	3	7	14	4	4	3	3	3	1	3
HER_34739	0	0	0	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
HER_3474	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HER_34740	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34741	210	234	252	506	364	452	1030	1081	761	500	601	775	148	249	191	119	78	81	129	122	42
HER_34742	34	42	33	346	263	427	562	302	594	121	255	631	810	969	779	455	908	604	618	535	315
HER_34743	875	1605	1099	4031	3861	3104	6308	4787	6231	2060	3430	4935	8754	8092	8141	3225	5592	4081	5930	4832	1882
HER_34744	110	319	180	399	453	589	1690	1120	1280	320	833	784	536	483	591	589	757	574	1584	1054	547
HER_34745	654	801	696	738	605	403	734	414	552	145	396	486	1401	1297	1221	858	1433	1062	1467	1112	443
HER_34746	54	29	47	457	158	116	386	216	354	48	164	248	614	760	665	432	796	685	570	490	362
HER_34747	12	26	28	260	212	172	582	325	429	122	226	272	239	392	210	70	143	100	152	104	58
HER_34748	16	58	40	454	328	301	1564	1030	967	568	889	699	465	488	446	157	476	323	370	324	142
HER_34749	41	40	48	139	148	129	539	206	292	135	385	378	213	338	107	108	151	102	113	83	96
HER_3475	0	1	1	2	5	1	8	2	12	2	3	2	8	7	1	6	6	4	2	1	2
HER_34750	24	18	25	89	64	79	76	111	106	71	46	100	106	70	29	21	32	12	19	17	14
HER_34751	7	13	10	38	40	22	75	38	56	14	46	46	78	52	60	62	58	44	114	90	62
HER_34752	1	1	1	10	8	5	7	8	6	4	4	12	2	7	2	2	2	0	2	1	0
HER_34753	29	43	31	404	310	291	639	446	481	233	431	468	248	340	277	196	169	87	280	222	91
HER_34755	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
HER_34756	9	6	9	33	27	58	148	19	26	15	146	85	273	354	410	210	397	234	354	299	244
HER_34757	368	365	817	2245	1801	1524	2170	1826	1716	1142	1574	1915	976	1098	1027	685	1443	938	785	625	398
HER_34758	34	66	45	62	100	124	30	52	51	22	18	133	52	18	53	62	83	158	211	140	168
HER_34759	3	0	0	3	8	4	12	2	14	1	15	17	0	9	0	1	1	1	0	1	0
HER_3476	13	22	6	71	64	51	117	95	326	83	70	261	68	110	30	30	46	36	36	24	20
HER_34760	49	90	78	95	149	152	42	81	76	39	25	161	73	23	77	103	125	183	282	179	243
HER_34763	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_34764	4	1	0	9	17	10	35	4	31	3	27	36	2	19	3	3	2	2	3	1	1
HER_34766	0	0	0	0	6	2	8	1	7	1	3	11	0	4	0	0	1	0	1	1	0
HER_34767	5	1	8	5	82	25	71	19	133	13	55	152	4	63	2	8	4	2	2	3	4
HER_34768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HER_34769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34770	16	114	39	74	93	91	360	167	191	109	218	174	124	190	65	56	71	66	71	74	23
HER_34771	0	15	2	50	34	47	86	84	78	58	77	77	40	72	18	26	28	20	18	16	15
HER_34772	0	10	0	17	2	0	12	10	6	2	5	4	4	10	2	0	2	4	0	0	2
HER_34774	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34776	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0
HER_34777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
HER_34778	0	0	0	2	2	3	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0
HER_34779	0	0	0	3	0	8	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1
HER_34782	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
HER_34785	0	0	0	1	0	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0
HER_34786	0	0	0	4	1	8	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1
HER_34788	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HER_34789	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34790	82	116	108	163	124	153	359	334	265	140	170	365	50	108	60	36	25	23	46	45	14
HER_34791	26	30	35	234	207	291	476	248	478	82	201	460	587	659	562	420	754	510	462	393	279
HER_34792	296	489	404	1627	1484	1160	3314	1998	3133	750	1714	2095	3354	3404	3032	970	2320	1467	2376	1811	728
HER_34793	102	258	175	390	393	522	1587	974	1140	293	810	760	474	472	572	534	664	502	1465	990	510
HER_34794	600	965	682	716	594	462	595	470	640	173	328	472	1469	1359	1408	832	1570	1070	1629	1228	497
HER_34795	56	34	48	496	164	109	367	214	346	54	159	260	649	782	623	453	797	696	566	467	360
HER_34796	38	65	78	625	525	471	1339	733	992	270	612	677	628	950	522	234	354	257	354	268	150
HER_34797	2	15	8	96	58	60	230	191	179	160	169	137	88	107	90	38	60	58	64	63	32
HER_34798	10	39	32	339	249	218	1194	784	722	394	638	512	343	360	324	110	379	238	289	246	104
HER_34799	187	158	222	434	528	434	1647	654	926	535	1568	1339	664	1182	342	500	471	310	336	279	378
HER_348	2	2	2	22	17	4	20	12	29	3	18	22	2110	393	3788	5549	4267	3983	9068	5342	1604
HER_3480	1	2	4	18	9	9	19	11	24	10	16	17	28	18	5	8	12	8	6	6	2
HER_34800	5	8	8	30	19	33	42	64	42	24	18	35	44	21	12	8	14	2	8	5	6
HER_34801	218	207	240	658	699	503	1230	550	674	376	929	666	1534	1227	1241	1475	1014	814	2064	1452	1048
HER_34803	22	4	14	10	12	11	17	7	8	2	14	17	558	450	166	128	345	150	91	68	60
HER_34804	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_34805	260	228	63	126	196	78	165	111	263	42	114	306	99	238	74	30	72	61	54	44	32
HER_34810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34811	0	0	0	1	1	3	0	0	0	0	2	2	3	1	0	2	3	1	1	1	1
HER_34812	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0
HER_34813	2	6	4	117	52	48	42	31	78	11	24	56	20	18	7	3	5	4	2	0	0
HER_34814	10	4	8	59	23	14	32	10	79	2	26	97	117	67	26	19	11	16	10	10	4
HER_34817	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	2	1	1	2	1	1
HER_34818	8	2	7	11	39	3	4	20	14	9	6	11	14	9	11	6	6	12	11	11	3
HER_34819	272	497	917	2338	965	1644	2990	704	1411	294	1522	1074	796	763	576	730	1022	739	953	757	561
HER_34820	174	136	298	468	390	414	748	360	666	228	547	308	1674	560	963	960	1158	900	1054	784	234
HER_34821	2950	1956	2824	6140	5216	4202	6152	4970	5898	3306	4854	7400	31533	28867	28101	30760	37442	29953	36391	28812	18666
HER_34822	15	22	17	45	62	67	149	229	111	147	113	192	1282	1362	954	500	311	295	728	482	208
HER_34823	2	3	3	10	10	25	179	16	51	15	156	79	31	26	6	9	5	7	1	3	1
HER_34824	215	97	293	411	308	366	1325	363	286	415	1442	584	851	852	1099	2221	1441	1565	1927	1471	1265
HER_34825	14	21	33	126	110	118	135	112	224	44	108	52	102	36	60	58	86	44	78	75	40
HER_34826	4	4	4	19	16	14	24	19	74	7	20	6	19	6	10	17	16	43	12	8	8
HER_34827	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HER_34828	3	0	0	0	12	1	1	7	2	8	1	0	1	1	13	0	3	3	3	1	1
HER_34829	0	0	3	2	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
HER_34830	1	0	0	2	0	0	0	0	0	0	1	0	6	0	1	2	0	0	1	0	0
HER_34831	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HER_34832	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HER_34833	0	4	3	2	14	5	1	3	18	2	2	20	8	16	3	0	2	1	2	0	2
HER_34835	22	53	70	20	30	23	60	50	15	40	50	15	107	101	48	50	37	46	100	82	43
HER_34836	0	0	0	1	0	0	4	1	2	0	2	1	1	4	0	2	1	2	2	2	5
HER_34837	2	0	0	1	2	0	0	0	0	0	1	0	2	1	2	0	2	2	3	4	4
HER_34839	0	0	0	1	0	0	2	1	4	2	1	1	4	2	0	1	2	0	1	0	1
HER_34840	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0
HER_34841	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0
HER_34843	0	0	0	0	0	0	0	0	0	0	0	0	26	9	12	11	21	19	16	11	6
HER_34844	0	0	0	1	0	0	4	1	4	0	1	1	2	2	0	1	1	0	1	0	0
HER_34845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34847	0	0	0	1	0	0	0	0	1	0	0	1	1	2	0	0	1	2	1	2	1
HER_34849	0	0	0	0	0	0	0	0	1	2	1	1	4	3	2	0	0	1	1	0	1
HER_34850	0	0	0	0	0	1	1	0	3	0	0	0	1	7	0	0	2	1	0	0	2
HER_34851	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
HER_34852	0	1	0	1	4	0	1	0	12	2	2	8	2	1	0	0	1	0	0	0	0
HER_34853	0	0	2	12	2	9	9	26	22	15	4	13	2	2	1	0	0	0	0	0	0
HER_34854	0	0	0	0	0	0	0	0	0	0	0	0	7	2	3	3	4	5	5	2	1
HER_34856	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HER_34857	2	4	2	3	3	4	2	7	6	4	2	5	3	1	0	1	4	1	0	0	0
HER_34859	2	4	4	4	8	10	10	7	7	2	8	5	24	14	24	2	10	22	36	22	1
HER_34860	1	1	2	1	2	4	8	5	0	1	2	2	14	12	12	6	4	6	14	14	2
HER_34861	2	2	2	1	2	7	5	5	0	2	2	5	17	10	10	9	5	4	20	14	1
HER_34862	2	1	3	6	5	7	10	6	4	4	2	4	26	10	21	8	4	12	26	22	2
HER_34863	2	3	6	23	8	14	26	16	11	8	26	22	84	53	30	26	42	30	48	38	16
HER_34866	143	211	206	1110	1080	878	1577	1149	1144	430	864	1017	506	659	390	348	603	401	502	383	266
HER_34867	289	265	298	727	519	383	1039	442	617	213	615	573	1712	1692	1295	1054	835	936	1380	926	536
HER_34868	28	115	54	290	287	306	1474	992	715	421	773	591	669	532	521	181	316	270	447	391	88
HER_34869	4	8	10	54	38	40	197	112	92	50	138	88	83	52	52	29	56	46	74	59	21
HER_3487	12	3	0	0	13	1	0	0	6	2	0	0	1	0	0	2	5	0	2	1	0
HER_34871	0	0	1	2	4	4	1	1	1	0	2	2	10	2	8	14	10	4	8	4	4
HER_34872	10	2	6	48	18	13	24	10	53	4	21	64	85	47	15	15	11	11	8	9	4
HER_34873	1	4	4	84	50	36	26	15	51	4	21	38	8	16	4	2	2	0	1	0	0
HER_34874	0	2	1	47	34	22	18	8	30	10	18	26	9	6	5	2	1	1	2	1	0
HER_34875	0	0	1	2	3	7	4	0	2	0	4	2	10	10	4	6	16	5	8	7	5
HER_34877	336	263	90	198	285	136	304	133	301	51	156	307	174	250	94	43	82	86	58	59	32
HER_34878	40	5	26	24	22	20	26	8	22	6	26	18	903	520	331	217	445	309	187	130	87
HER_3488	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HER_34880	30	42	40	144	159	139	416	164	214	68	186	152	338	272	308	200	274	192	580	396	196
HER_34881	6	52	16	83	100	110	393	304	204	216	284	206	484	290	360	97	170	144	249	222	43
HER_34882	40	84	82	310	278	333	1378	906	620	480	1089	633	444	438	351	235	412	338	524	441	165
HER_34883	1330	1990	995	1146	1295	933	2541	1260	1569	464	1142	1375	811	812	649	772	1396	1099	1636	1266	639
HER_34885	66	161	94	600	577	680	4266	2829	1893	1506	2786	1498	877	1031	671	269	296	193	346	488	69
HER_34886	1571	2123	1557	1464	1760	1173	3504	2623	2268	1753	2841	2031	731	1048	851	729	882	704	1217	931	395
HER_34887	0	1	2	3	2	0	2	0	2	1	1	10	1	1	1	6	16	15	30	14	4
HER_34889	0	0	0	0	0	1	4	17	0	11	5	2	0	2	17	0	0	0	15	10	0
HER_34890	0	0	0	4	1	0	0	0	1	2	0	10	3	2	0	4	14	8	8	8	0
HER_34893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34894	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1
HER_34895	0	0	12	0	7	4	0	2	4	1	1	13	4	1	0	2	6	8	6	1	0
HER_34896	2	0	0	9	1	0	6	2	0	3	4	4	3	2	5	3	3	2	11	3	0
HER_34897	1	1	1	2	2	0	0	0	1	0	1	10	2	1	1	1	4	2	2	2	0
HER_34899	0	1	0	0	0	1	1	0	0	0	0	0	28	4	39	4	10	5	29	21	3
HER_34900	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	6	3	0	0
HER_34902	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34904	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0
HER_34906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34907	18	6	64	42	104	12	71	18	227	12	71	79	14	8	1	2	5	5	6	6	4
HER_34908	1	0	0	2	7	0	1	0	15	1	2	1	0	0	1	1	0	0	0	0	0
HER_34909	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
HER_3491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34910	2	0	0	0	1	1	3	0	2	2	2	1	4	1	2	2	8	2	4	2	2
HER_34911	7	0	1	6	4	1	8	7	8	5	7	1	5	9	10	21	10	3	11	8	14
HER_34912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HER_34915	0	0	0	0	0	0	0	0	0	0	0	0	1	13	5	5	3	2	0	1	2
HER_34916	0	1	0	6	4	1	5	2	16	1	3	9	5	2	2	5	3	0	1	2	2
HER_34917	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
HER_3492	0	0	0	1	2	0	2	0	1	1	0	1	1	0	1	0	1	0	2	1	0
HER_3493	0	0	0	0	0	0	0	0	0	0	0	0	7	5	6	2	6	4	3	3	2
HER_34938	0	4	2	20	10	1	18	4	12	0	7	18	2	2	3	5	4	0	0	2	1
HER_3494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HER_34941	2	2	0	4	12	1	33	9	8	6	18	17	23	8	9	10	16	5	8	14	10
HER_34942	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HER_34947	27	311	36	253	428	64	1044	192	576	103	722	424	69	142	41	48	93	137	37	34	59
HER_34948	300	541	306	333	334	221	780	448	628	347	585	539	613	581	598	340	635	448	890	708	173
HER_34949	0	0	0	2	0	0	2	0	0	0	0	0	0	1	5	0	0	0	2	1	0
HER_34951	0	2	2	8	4	1	7	5	13	2	7	10	3	3	2	3	1	1	1	4	1
HER_34952	4	190	8	102	176	29	337	96	294	46	274	154	26	41	12	15	33	48	7	9	21
HER_34953	2	10	4	22	22	13	76	19	99	5	38	51	8	39	4	10	24	27	7	6	7
HER_34954	1053	1774	1212	1226	1331	914	2887	1765	2296	1213	1939	1674	2270	1886	2405	1094	2193	1584	3668	3006	682
HER_34955	235	442	323	282	269	232	608	359	555	190	418	403	520	490	500	309	422	330	775	618	142
HER_34956	0	1	0	0	1	0	0	0	4	0	0	0	0	8	0	0	6	0	0	0	0
HER_34957	0	0	0	2	1	2	1	0	0	0	1	0	112	39	12	68	61	38	15	10	12
HER_34958	0	2	2	1	2	0	6	1	1	1	4	1	0	0	1	0	0	1	2	0	0
HER_34959	4	3	0	5	5	2	6	7	0	4	10	1	12	4	1	1	5	2	0	1	2
HER_3496	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	10	0	0	0	4
HER_34960	3	0	0	3	5	6	1	2	4	4	2	5	0	3	1	15	4	4	0	1	1
HER_34962	67	38	67	4	20	3	101	12	17	23	177	88	1	50	13	53	25	5	35	21	38
HER_34963	381	466	688	1470	1217	981	2293	1813	2061	672	1140	1422	866	1119	563	307	398	300	560	404	156
HER_34964	0	2	0	4	0	0	11	0	0	0	2	1	25	3	2	7	7	4	3	0	1
HER_34965	351	464	720	1013	1402	1339	2979	1489	3000	957	1970	2558	1338	1430	1375	1190	1514	1310	1947	1598	885
HER_34966	8	15	12	12	26	25	31	22	25	10	25	57	52	66	26	22	128	31	20	16	24
HER_34967	62	65	57	192	276	177	518	439	176	233	330	210	691	635	800	561	932	592	792	678	355
HER_34968	350	408	598	1916	1598	1017	2912	2292	2704	1758	2219	2036	2670	1919	1743	1543	1753	1662	3621	2672	1024
HER_3497	3	2	1	4	6	3	1	0	4	1	1	4	1	1	2	0	1	0	4	2	1
HER_34974	46	233	170	331	249	342	431	195	327	135	311	321	35	103	46	59	49	70	121	59	67
HER_34975	43	216	50	375	234	171	422	400	541	183	247	321	746	434	692	256	587	396	587	415	214
HER_34977	0	0	0	14	6	2	0	2	14	1	0	152	41	77	30	24	22	7	30	18	10
HER_34979	4	1	4	13	19	35	64	10	13	2	84	14	32	65	121	22	21	12	29	20	4
HER_3498	0	1	1	1	4	2	1	0	4	0	0	2	1	2	1	0	1	2	0	0	1
HER_34980	1310	960	914	550	930	242	347	700	360	247	158	937	830	1188	776	502	592	277	596	400	96
HER_34981	12	8	1	44	13	4	33	0	5	5	26	60	9	29	1	2	5	1	1	0	2
HER_34982	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
HER_34983	156	106	94	50	100	25	28	38	37	17	14	68	65	105	68	40	52	20	46	38	8
HER_34984	45	24	37	13	34	10	15	15	9	6	6	40	42	64	23	15	22	6	23	13	6
HER_34986	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_34987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34989	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1
HER_34990	0	0	0	0	1	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0
HER_34991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34995	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HER_34996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34998	2	2	0	2	2	2	1	2	0	0	1	1	18	9	14	1	7	6	13	7	1
HER_34999	180	551	544	1594	873	716	2870	2120	2213	1702	2182	1802	518	1274	743	318	265	172	300	241	150
HER_35	3	2	1	2	1	1	0	1	1	1	0	1	3	1	3	1	2	3	2	2	2
HER_35000	0	2	0	1	0	0	0	2	5	1	0	1	1	0	0	1	0	0	0	0	0
HER_35001	0	0	0	1	2	0	0	1	1	1	2	1	0	0	1	2	0	0	0	0	0
HER_35002	33	32	30	196	186	197	330	281	336	92	152	211	340	560	284	129	199	127	274	201	65
HER_35003	0	0	0	2	0	2	26	4	73	2	16	0	6	2	6	3	8	4	2	3	2
HER_35004	86	222	143	788	658	487	1187	827	750	382	768	716	130	257	182	110	220	178	310	225	92
HER_35005	1	1	0	2	5	4	2	1	12	2	3	4	0	1	2	3	2	6	12	8	2
HER_35006	1	0	1	7	9	8	8	2	15	1	4	2	2	2	1	9	8	7	16	16	8
HER_35007	0	0	0	2	0	2	25	4	74	2	14	0	6	2	6	3	8	4	2	3	2
HER_35008	0	0	0	1	0	0	0	0	7	0	0	1	21	2	1	4	4	6	6	4	4
HER_35010	112	342	158	888	889	543	1460	900	1004	453	916	949	149	314	220	152	257	216	358	259	117
HER_35011	3	1	2	11	18	15	14	5	27	4	11	12	4	3	4	17	17	13	45	30	14
HER_35012	155	40	208	126	64	146	244	172	74	231	321	339	2395	2562	3070	5893	5837	4900	6968	4277	3842
HER_35013	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
HER_35014	1	0	1	1	1	0	1	0	2	0	1	2	2	2	0	0	0	0	0	0	0
HER_35015	34	10	25	119	104	80	113	72	118	56	88	207	68	185	46	21	33	12	18	14	6
HER_35016	2	2	0	51	8	12	12	12	24	2	10	12	12	10	2	21	8	12	14	18	26
HER_35017	1	0	1	5	2	2	2	1	3	0	1	12	3	5	1	0	0	6	0	0	0
HER_35018	75	71	132	484	255	187	343	222	319	132	238	811	256	832	104	141	75	41	34	22	32
HER_35019	2	1	1	9	21	13	6	8	8	12	8	14	13	25	23	4	4	8	20	8	0
HER_35020	0	1	2	1	2	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
HER_35021	6	3	7	16	46	17	66	23	40	15	29	39	8	27	42	39	51	36	102	57	26
HER_35022	24	26	58	316	232	318	369	206	227	116	258	287	607	687	808	453	911	743	499	412	252
HER_35023	1153	1344	1389	1388	816	732	911	692	589	367	561	1197	997	1360	771	504	854	615	942	730	319
HER_35024	1	1	0	3	7	6	4	1	14	2	4	4	1	1	2	4	4	6	18	10	4
HER_35025	0	0	1	5	7	7	7	2	8	1	4	6	1	1	1	8	7	7	18	15	5
HER_35026	170	45	244	136	67	169	310	206	82	278	362	409	2747	3071	3580	6761	6956	5898	8233	4987	4517
HER_35027	0	0	0	0	0	0	0	1	1	0	1	2	2	0	0	0	0	0	0	0	0
HER_35028	1	0	2	2	3	2	3	1	4	1	2	7	2	6	0	0	0	0	0	0	0
HER_35029	45	12	32	146	129	100	133	94	144	65	96	241	78	218	53	23	44	15	21	18	7
HER_35030	2	2	1	92	17	21	26	28	34	12	19	29	21	22	12	41	10	28	52	41	40
HER_35031	1	0	1	6	5	3	4	2	5	1	1	15	6	7	0	0	1	0	1	0	1
HER_35032	28	28	49	160	83	65	122	70	116	50	92	304	95	312	36	49	30	16	16	6	12
HER_35033	26	24	50	166	89	52	116	74	115	29	60	242	77	256	31	37	38	13	7	10	9
HER_35034	2	1	1	10	15	7	2	4	8	7	2	10	6	14	10	2	0	4	12	4	0
HER_35035	10	4	6	24	72	26	112	40	62	30	56	64	12	47	73	73	94	58	167	97	42
HER_35036	22	22	45	244	192	252	315	190	211	107	209	214	518	519	731	340	730	573	437	341	195
HER_35037	890	963	1158	996	636	478	725	460	545	227	440	878	706	946	516	366	532	520	700	530	219
HER_35038	543	347	679	2631	2445	1893	3520	2205	2454	1284	2609	3297	779	1239	484	412	523	288	544	399	323
HER_35039	0	0	0	6	2	3	0	0	0	0	0	2	3	1	0	1	2	1	0	0	1
HER_3504	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	3	2	0	1	1	1
HER_35040	2	1	5	8	4	3	5	4	9	2	0	5	29	55	16	29	34	15	7	6	18
HER_35041	1	1	0	11	1	5	5	57	9	41	3	6	0	1	4	1	0	2	0	1	0
