Orthogroup	H_ery.longestprot	E_luc.longestprot
OG0004411	HER_23213	ELU_11140
OG0004413	HER_23384	ELU_11278, ELU_11275, ELU_11280
OG0004414	HER_20070	ELU_45863, ELU_1148, ELU_1133
OG0004415	HER_23196	ELU_11336
OG0004416	HER_20074	ELU_1155, ELU_1139
OG0004418	HER_22163	ELU_11405
OG0004419	HER_22185	ELU_11432
OG0004420	HER_22206	ELU_11445, ELU_11455
OG0004421	HER_22226	ELU_11473, ELU_11471
OG0004422	HER_22264	ELU_11524
OG0004423	HER_22267	ELU_11531
OG0004424	HER_22277	ELU_11537
OG0004425	HER_22310	ELU_11580
OG0004426	HER_22347	ELU_11594, ELU_11595
OG0004427	HER_22469, HER_22441, HER_22443	ELU_11662
OG0004428	HER_22530	ELU_11702
OG0004429	HER_22538	ELU_11710, ELU_11711
OG0004430	HER_22548	ELU_11718
OG0004431	HER_22615	ELU_11779, ELU_1804
OG0004433	HER_22621	ELU_11803, ELU_11799
OG0004434	HER_22631	ELU_11806
OG0004437	HER_22772	ELU_11955
OG0004438	HER_22773	ELU_11956
OG0004439	HER_22781	ELU_11970
OG0004440	HER_22789	ELU_11980, ELU_11983
OG0004441	HER_22818, HER_22828, HER_22820	ELU_12035
OG0004442	HER_22851	ELU_12061
OG0004443	HER_22912, HER_22871	ELU_12069
OG0004444	HER_22918, HER_22864	ELU_12070
OG0004445	HER_29761, HER_47466	ELU_19084, ELU_12081, ELU_54003, ELU_54010
OG0004446	HER_22928	ELU_12088
OG0004447	HER_22983	ELU_12114
OG0004448	HER_22977	ELU_12126, ELU_12131
OG0004449	HER_22976	ELU_12133
OG0004450	HER_23082	ELU_12156, ELU_26096, ELU_26097
OG0004451	HER_23083	ELU_26098, ELU_12161
OG0004452	HER_23084	ELU_12162
OG0004453	HER_23028	ELU_12214
OG0004454	HER_23016	ELU_12224, ELU_12228, ELU_12227
OG0004455	HER_23137	ELU_12255, ELU_12261
OG0004456	HER_23133, HER_23125	ELU_12267
OG0004457	HER_23143	ELU_12281
OG0004458	HER_43474, HER_33024, HER_15917	ELU_24759, ELU_1231
OG0004459	HER_22090	ELU_12313, ELU_12316
OG0004460	HER_42811, HER_42824	ELU_1238, ELU_47616, ELU_43869
OG0004461	HER_21944, HER_21943	ELU_12442, ELU_12441, ELU_12439, ELU_12438, ELU_12440
OG0004462	HER_21907, HER_21905	ELU_12481
OG0004463	HER_21874	ELU_12525
OG0004463	HER_21865	ELU_12529
OG0004464	HER_45233, HER_17438	ELU_12554
OG0004465	HER_21833	ELU_12586
OG0004466	HER_21805	ELU_12613
OG0004467	HER_21770, HER_21787	ELU_12635
OG0004468	HER_21776, HER_21762	ELU_12642, ELU_12643
OG0004469	HER_21705	ELU_12667, ELU_12665
OG0004470	HER_21699	ELU_12673, ELU_12677, ELU_34826, ELU_34820, ELU_12675, ELU_12672
OG0004471	HER_21680	ELU_12700
OG0004472	HER_21645	ELU_12743, ELU_12746, ELU_12747
OG0004473	HER_21625	ELU_12778, ELU_12779
OG0004474	HER_21621	ELU_12786
OG0004475	HER_21616	ELU_12796, ELU_12793
OG0004476	HER_21599	ELU_12822, ELU_43524
OG0004477	HER_21515	ELU_12895
OG0004478	HER_21468	ELU_12955
OG0004479	HER_21407	ELU_13017
OG0004480	HER_21344	ELU_13082, ELU_13083
OG0004481	HER_21305	ELU_13116, ELU_13114
OG0004482	HER_20137	ELU_23650, ELU_13119, ELU_22810, ELU_16797
OG0004483	HER_21286	ELU_13134
OG0004484	HER_21278	ELU_13155, ELU_13161
OG0004485	HER_21266	ELU_13172
OG0004486	HER_21263	ELU_13175, ELU_13176, ELU_13186
OG0004487	HER_21212, HER_21224	ELU_13223
OG0004488	HER_21219	ELU_13225
OG0004489	HER_21166	ELU_13247, ELU_13251, ELU_13252, ELU_13249
OG0004490	HER_21094	ELU_13290
OG0004491	HER_28838	ELU_29649, ELU_22688, ELU_54267, ELU_13319, ELU_31358, ELU_441
OG0004492	HER_49861	ELU_15222, ELU_13386, ELU_15223
OG0004493	HER_21531	ELU_13422, ELU_13435
OG0004494	HER_7911	ELU_13477, ELU_29659
OG0004495	HER_47298	ELU_1349, ELU_1363
OG0004496	HER_42329	ELU_13499, ELU_13493, ELU_2251
OG0004497	HER_46993	ELU_44330, ELU_44331, ELU_13546
OG0004498	HER_36799	ELU_36964, ELU_13569
OG0004499	HER_41773, HER_41758	ELU_13603, ELU_50095
OG0004500	HER_38404	ELU_13610, ELU_13608, ELU_44594, ELU_13609
OG0004501	HER_10163	ELU_13669, ELU_13682
OG0004502	HER_5949	ELU_13680
OG0004503	HER_48299	ELU_35173, ELU_13721, ELU_13724
OG0004504	HER_49305	ELU_13763
OG0004505	HER_23482	ELU_44159, ELU_13829
OG0004506	HER_363	ELU_43667, ELU_1387, ELU_1383
OG0004509	HER_49130	ELU_13860
OG0004510	HER_8275, HER_8237	ELU_28496, ELU_13957, ELU_28494
OG0004511	HER_49050	ELU_50432, ELU_50431, ELU_13991
OG0004512	HER_48920	ELU_14129
OG0004513	HER_48930, HER_48928	ELU_14139
OG0004516	HER_48977	ELU_14203
OG0004517	HER_45417	ELU_143, ELU_144
OG0004518	HER_48797	ELU_14323
OG0004519	HER_48788	ELU_14350
OG0004519	HER_48789	ELU_14346, ELU_14339
OG0004520	HER_48775	ELU_14366, ELU_14367
OG0004521	HER_48746	ELU_14403
OG0004523	HER_208	ELU_36651, ELU_33033, ELU_1442
OG0004524	HER_48686	ELU_14446, ELU_14449
OG0004525	HER_48685	ELU_14448, ELU_14447
OG0004526	HER_48616	ELU_14513
OG0004526	HER_48606	ELU_14512
OG0004527	HER_48567	ELU_14536
OG0004528	HER_48517	ELU_14593, ELU_14595
OG0004529	HER_48483	ELU_14613
OG0004530	HER_48469	ELU_14629, ELU_14630
OG0004531	HER_48434	ELU_24707
OG0004531	HER_48444	ELU_14640
OG0004532	HER_48404	ELU_14682, ELU_14678
OG0004533	HER_49296, HER_49321	ELU_14744
OG0004534	HER_49317, HER_49293	ELU_14746
OG0004535	HER_49370, HER_49358	ELU_43520, ELU_14765
OG0004536	HER_49375	ELU_14770, ELU_14775
OG0004537	HER_49422	ELU_14805, ELU_14813
OG0004538	HER_49465, HER_49493	ELU_14967
OG0004539	HER_49845	ELU_37365, ELU_14974
OG0004540	HER_49844	ELU_14975, ELU_37364
OG0004541	HER_49843	ELU_14976, ELU_37363
OG0004542	HER_49827	ELU_14990, ELU_14999
OG0004543	HER_45391	ELU_150, ELU_151
OG0004544	HER_49768	ELU_15033
OG0004545	HER_49736, HER_49737	ELU_15061, ELU_29982
OG0004546	HER_29281	ELU_7042, ELU_1508
OG0004547	HER_49673	ELU_15127
OG0004548	HER_49669	ELU_15135, ELU_15129
OG0004549	HER_49638	ELU_15150
OG0004550	HER_11840	ELU_51336, ELU_15194, ELU_44010, ELU_47412
OG0004551	HER_49910	ELU_15265, ELU_15264
OG0004552	HER_49911	ELU_15266
OG0004553	HER_49948, HER_49945	ELU_15308
OG0004554	HER_45355	ELU_15346, ELU_38632, ELU_38622
OG0004555	HER_49960	ELU_15358
OG0004556	HER_9990, HER_9920	ELU_15376
OG0004557	HER_9906	ELU_15379
OG0004558	HER_37390	ELU_15402, ELU_15405
OG0004559	HER_37386, HER_37387	ELU_15408
OG0004560	HER_37381	ELU_15413
OG0004561	HER_37453	ELU_15453, ELU_26119, ELU_15451
OG0004563	HER_37480	ELU_15513
OG0004565	HER_37513	ELU_15545
OG0004566	HER_37532	ELU_7625, ELU_7619, ELU_15558
OG0004567	HER_37540	ELU_15570, ELU_15571, ELU_15575, ELU_15574
OG0004568	HER_37541	ELU_7624, ELU_15573, ELU_15577, ELU_41689
OG0004569	HER_37548	ELU_15587
OG0004570	HER_37558	ELU_15615
OG0004571	HER_37569, HER_44411, HER_37575	ELU_15639
OG0004572	HER_37577, HER_37573	ELU_15642, ELU_15641
OG0004573	HER_37617	ELU_15659
OG0004574	HER_37638, HER_37649	ELU_15673
OG0004575	HER_37646, HER_37657	ELU_15681
OG0004576	HER_37647, HER_37658	ELU_15682
OG0004577	HER_37666	ELU_15695, ELU_15696
OG0004578	HER_37677, HER_37688	ELU_15708, ELU_15706
OG0004579	HER_37702	ELU_15724
OG0004579	HER_37686	ELU_15720
OG0004580	HER_37759	ELU_15773
OG0004581	HER_37802	ELU_15825
OG0004582	HER_37813	ELU_15836
OG0004583	HER_37815	ELU_15839
OG0004584	HER_37820	ELU_15841
OG0004585	HER_37890	ELU_15910
OG0004586	HER_37897	ELU_15918, ELU_15916
OG0004587	HER_37938	ELU_15964
OG0004588	HER_37939	ELU_2816, ELU_15965
OG0004589	HER_39401	ELU_15999, ELU_15994
OG0004590	HER_39430	ELU_16041, ELU_16043, ELU_16039
OG0004591	HER_39436	ELU_16053
OG0004592	HER_39457	ELU_16079, ELU_16083
OG0004593	HER_39472, HER_39468	ELU_16092
OG0004594	HER_39526	ELU_16144
OG0004595	HER_39602	ELU_16214
OG0004596	HER_39613	ELU_16219
OG0004598	HER_44474	ELU_1628, ELU_36779
OG0004599	HER_39658	ELU_16284
OG0004600	HER_39686	ELU_16311
OG0004601	HER_39723, HER_39733	ELU_16338
OG0004602	HER_39745, HER_39754	ELU_16347, ELU_16349
OG0004603	HER_39768	ELU_16361
OG0004604	HER_39785	ELU_16397
OG0004604	HER_39786	ELU_16395
OG0004605	HER_39960	ELU_16503
OG0004606	HER_39954	ELU_16508
OG0004607	HER_39953	ELU_16509
OG0004608	HER_39903	ELU_16567, ELU_16571, ELU_16568, ELU_16572
OG0004609	HER_40025	ELU_16586, ELU_16594
OG0004610	HER_40026	ELU_16592, ELU_16587
OG0004611	HER_40033	ELU_16655, ELU_16657
OG0004612	HER_40057	ELU_16681
OG0004613	HER_40073	ELU_16696, ELU_16695
OG0004614	HER_40081	ELU_16710, ELU_16707
OG0004615	HER_40120	ELU_7721, ELU_51107, ELU_16745
OG0004616	HER_44898	ELU_16746
OG0004617	HER_39307	ELU_16848
OG0004618	HER_39219	ELU_16885, ELU_16887
OG0004619	HER_39068	ELU_16894, ELU_30026
OG0004620	HER_38020	ELU_16946, ELU_16947
OG0004621	HER_38045	ELU_16972
OG0004622	HER_38058	ELU_16997
OG0004623	HER_38071	ELU_17013, ELU_17010
OG0004624	HER_38088	ELU_28046, ELU_32220, ELU_17033, ELU_17035
OG0004625	HER_38127, HER_38126	ELU_17044, ELU_17053
OG0004626	HER_6609	ELU_1706, ELU_1705, ELU_1710
OG0004627	HER_38135	ELU_17069
OG0004627	HER_38124	ELU_17068
OG0004628	HER_38251	ELU_17187, ELU_17190
OG0004629	HER_38276	ELU_17222
OG0004630	HER_38310	ELU_17277
OG0004631	HER_38336	ELU_17310, ELU_17308
OG0004632	HER_38358	ELU_17340, ELU_3148, ELU_2031, ELU_17339
OG0004633	HER_38407	ELU_17390, ELU_17392, ELU_50982
OG0004634	HER_38408	ELU_17393, ELU_17395
OG0004635	HER_38409	ELU_17396
OG0004637	HER_28921, HER_28938, HER_28908, HER_28998, HER_28951, HER_29017, HER_28961	ELU_1750, ELU_1744
OG0004638	HER_38481	ELU_17449
OG0004639	HER_38500	ELU_17456, ELU_17458
OG0004640	HER_38508	ELU_17470, ELU_17474
OG0004642	HER_38552	ELU_17519
OG0004643	HER_38611	ELU_17585
OG0004644	HER_38633	ELU_17609, ELU_17608
OG0004645	HER_38645	ELU_17618
OG0004646	HER_38650, HER_38649	ELU_17628
OG0004647	HER_12539	ELU_1766, ELU_1771
OG0004648	HER_38696, HER_38695	ELU_17668
OG0004649	HER_38786, HER_38790	ELU_17749
OG0004650	HER_38807	ELU_17774, ELU_44680
OG0004651	HER_38887	ELU_17828
OG0004652	HER_38920	ELU_17856, ELU_17855, ELU_17875
OG0004653	HER_38936	ELU_17871, ELU_17872
OG0004654	HER_39192	ELU_17958, ELU_17955
OG0004655	HER_39124	ELU_17964
OG0004656	HER_37974, HER_37988	ELU_17983
OG0004657	HER_37969, HER_37982	ELU_17989, ELU_17995
OG0004658	HER_37960	ELU_18010, ELU_31458, ELU_31450, ELU_31452
OG0004659	HER_37956, HER_37955	ELU_18011
OG0004660	HER_39389	ELU_18021, ELU_18020
OG0004661	HER_39361	ELU_18052, ELU_18056
OG0004662	HER_39348	ELU_43842, ELU_18069
OG0004663	HER_40201	ELU_18105, ELU_43404
OG0004664	HER_40295	ELU_18189
OG0004665	HER_35352, HER_2458, HER_28387	ELU_18217
OG0004666	HER_30473, HER_30443	ELU_1828, ELU_40965
OG0004667	HER_40550	ELU_18387, ELU_18390, ELU_18386
OG0004668	HER_40625, HER_40630	ELU_18482
OG0004669	HER_7838	ELU_18534, ELU_18537
OG0004670	HER_36998, HER_36983	ELU_18576
OG0004671	HER_45852	ELU_18607, ELU_18611
OG0004672	HER_45888	ELU_18622
OG0004673	HER_45837	ELU_18650, ELU_18645
OG0004674	HER_45822	ELU_18660
OG0004675	HER_45817	ELU_18673, ELU_18674
OG0004676	HER_45808	ELU_18687
OG0004677	HER_45803	ELU_18693, ELU_18694
OG0004678	HER_45697	ELU_18757, ELU_18754
OG0004679	HER_45698	ELU_18755, ELU_18758
OG0004680	HER_45724, HER_45711	ELU_18770
OG0004681	HER_45694	ELU_18782, ELU_18775
OG0004682	HER_45659	ELU_18808
OG0004683	HER_45609, HER_45598	ELU_18832
OG0004684	HER_45608, HER_45597	ELU_18836, ELU_18833
OG0004685	HER_45590, HER_45605	ELU_18838
OG0004686	HER_44998	ELU_1899, ELU_1887, ELU_1886
OG0004687	HER_46290, HER_46314	ELU_18866
OG0004688	HER_46419, HER_46413, HER_46404	ELU_18922
OG0004689	HER_9639, HER_9852	ELU_18927
OG0004690	HER_15139	ELU_18986, ELU_18990, ELU_18987
OG0004691	HER_15140	ELU_18992, ELU_18995
OG0004691	HER_27430	ELU_3439
OG0004692	HER_23054	ELU_19006
OG0004693	HER_15375	ELU_19029, ELU_19020, ELU_19019
OG0004694	HER_15373	ELU_19026, ELU_19035
OG0004695	HER_9180	ELU_28926, ELU_28931, ELU_19039, ELU_28924
OG0004696	HER_47968	ELU_19042, ELU_54049
OG0004698	HER_41633	ELU_19224
OG0004699	HER_7651, HER_7667	ELU_1928, ELU_27618, ELU_26360
OG0004700	HER_41868	ELU_19317
OG0004701	HER_41925	ELU_19354, ELU_19353
OG0004702	HER_41513	ELU_3432, ELU_3420, ELU_19363
OG0004703	HER_14655	ELU_23948, ELU_1937
OG0004704	HER_41462, HER_41466	ELU_19387
OG0004705	HER_41365	ELU_19418
OG0004706	HER_41361	ELU_19427, ELU_19428
OG0004707	HER_42347	ELU_19447
OG0004708	HER_42335	ELU_44468, ELU_19456, ELU_19457
OG0004710	HER_16504	ELU_23385, ELU_19536, ELU_23366
OG0004711	HER_41025, HER_41077	ELU_52807, ELU_19564, ELU_19568
OG0004712	HER_44563	ELU_1959, ELU_3150
OG0004713	HER_17821	ELU_48383, ELU_196
OG0004714	HER_41141, HER_41105	ELU_19605, ELU_19610
OG0004715	HER_41202	ELU_19624
OG0004716	HER_42404, HER_42427, HER_42410, HER_42379	ELU_19638
OG0004717	HER_42120	ELU_19874
OG0004718	HER_42568, HER_2074	ELU_19919
OG0004719	HER_42557	ELU_19922
OG0004720	HER_42553	ELU_19925
OG0004721	HER_42503	ELU_47508, ELU_19963
OG0004722	HER_5402, HER_5401	ELU_29788, ELU_29785, ELU_39281, ELU_47169, ELU_19974
OG0004723	HER_42846	ELU_20016, ELU_20017
OG0004724	HER_42937	ELU_20054, ELU_52419, ELU_52420
OG0004725	HER_42920	ELU_20062, ELU_20057
OG0004726	HER_42885, HER_42871	ELU_20071
OG0004727	HER_42756	ELU_20149, ELU_20148
OG0004728	HER_43774	ELU_20175
OG0004729	HER_43750	ELU_20219, ELU_46526, ELU_46521
OG0004730	HER_43620	ELU_20252
OG0004731	HER_43700, HER_43661	ELU_20356
OG0004732	HER_4666	ELU_44630, ELU_204, ELU_44638, ELU_44639
OG0004733	HER_44027, HER_44128	ELU_31990, ELU_20542, ELU_20539
OG0004734	HER_43980, HER_43952, HER_43973, HER_43958, HER_43926	ELU_20621, ELU_20590, ELU_20586, ELU_50351, ELU_50352
OG0004735	HER_18823	ELU_298, ELU_20652, ELU_20645
OG0004736	HER_36825	ELU_9603, ELU_20657
OG0004737	HER_45995	ELU_25948, ELU_20711
OG0004739	HER_29339	ELU_20739, ELU_20733
OG0004740	HER_29341	ELU_6945, ELU_20737
OG0004741	HER_44873	ELU_20756, ELU_20760, ELU_2287
OG0004742	HER_44870	ELU_20758, ELU_2291, ELU_2289
OG0004743	HER_29670	ELU_20763
OG0004744	HER_29462	ELU_20776, ELU_20779
OG0004745	HER_45196	ELU_27897, ELU_929, ELU_20784
OG0004746	HER_8368	ELU_29168
OG0004747	HER_13992, HER_13997	ELU_20818
OG0004748	HER_13996, HER_13990	ELU_20819
OG0004749	HER_13971	ELU_27821, ELU_20850, ELU_20848
OG0004750	HER_14112, HER_14106	ELU_50455, ELU_20905, ELU_50564, ELU_20862, ELU_47000
OG0004751	HER_14078	ELU_20867, ELU_20873
OG0004752	HER_14080	ELU_20875
OG0004754	HER_13685	ELU_21158
OG0004755	HER_39631	ELU_21178
OG0004756	HER_13346	ELU_21192, ELU_21193
OG0004757	HER_13638, HER_13673	ELU_21213
OG0004758	HER_13672, HER_13637	ELU_21214
OG0004759	HER_13671, HER_13636	ELU_21215
OG0004760	HER_13621, HER_13648	ELU_21220
OG0004761	HER_13302	ELU_21244
OG0004762	HER_13501	ELU_21322
OG0004763	HER_13449	ELU_21362
OG0004764	HER_13548	ELU_21373
OG0004765	HER_19295	ELU_47260, ELU_32693, ELU_21631, ELU_51646, ELU_21397, ELU_50341, ELU_32211
OG0004766	HER_13560	ELU_21402
OG0004767	HER_13101	ELU_21454, ELU_21457
OG0004768	HER_13091, HER_13081	ELU_21474, ELU_21482
OG0004769	HER_12997	ELU_21546, ELU_21545
OG0004770	HER_13007	ELU_21563, ELU_21565
OG0004771	HER_13012	ELU_21574
OG0004772	HER_12934, HER_12911	ELU_21577
OG0004773	HER_12936, HER_12909	ELU_21578
OG0004774	HER_12898, HER_12899, HER_12957	ELU_21587, ELU_21642, ELU_21641, ELU_41585
OG0004775	HER_12803	ELU_21672, ELU_21673
OG0004776	HER_12744	ELU_21725
OG0004777	HER_12575	ELU_21752
OG0004778	HER_12603	ELU_21767, ELU_677, ELU_41416
OG0004779	HER_12467	ELU_21784, ELU_21782
OG0004780	HER_12459	ELU_21793
OG0004782	HER_12559	ELU_21845
OG0004782	HER_7805	ELU_21848
OG0004783	HER_12219	ELU_21918, ELU_21917
OG0004785	HER_12255	ELU_21956
OG0004786	HER_12237	ELU_21980
OG0004787	HER_12288	ELU_21994
OG0004788	HER_12307, HER_12292	ELU_21997
OG0004789	HER_12308, HER_12296	ELU_21998
OG0004790	HER_12298, HER_12310	ELU_22003, ELU_21999
OG0004791	HER_12299, HER_12311	ELU_22004, ELU_22001
OG0004792	HER_12301, HER_12313	ELU_22006
OG0004793	HER_12331	ELU_22021
OG0004794	HER_12333	ELU_22029
OG0004795	HER_12334	ELU_22030
OG0004796	HER_12196	ELU_22044, ELU_22049
OG0004797	HER_12340, HER_12357	ELU_22101, ELU_46432, ELU_22103, ELU_46430
OG0004798	HER_35898, HER_35910	ELU_2211, ELU_2214
OG0004799	HER_12424	ELU_22152
OG0004800	HER_8255	ELU_22170, ELU_29387, ELU_5998
OG0004801	HER_12455	ELU_22180
OG0004802	HER_12457	ELU_22184, ELU_22182
OG0004803	HER_22463, HER_22439	ELU_22223, ELU_39639, ELU_32713
OG0004804	HER_22462, HER_22438	ELU_39640, ELU_22224, ELU_32712
OG0004805	HER_14352	ELU_36371, ELU_36375, ELU_22295
OG0004806	HER_47974	ELU_54055, ELU_22333
OG0004807	HER_22991	ELU_22342, ELU_22350
OG0004808	HER_8671	ELU_22366, ELU_28750, ELU_51689
OG0004809	HER_41960	ELU_22375, ELU_22385
OG0004811	HER_33144	ELU_22427
OG0004812	HER_33149, HER_33150	ELU_22429
OG0004813	HER_16595	ELU_22519
OG0004813	HER_18391	ELU_49790
OG0004814	HER_14826, HER_14831, HER_14836	ELU_22560
OG0004815	HER_14837	ELU_22562
OG0004816	HER_14849	ELU_22570, ELU_22575
OG0004817	HER_12323	ELU_229, ELU_226
OG0004818	HER_14869	ELU_22602
OG0004819	HER_14899	ELU_22633, ELU_22639, ELU_22635
OG0004821	HER_15196	ELU_22686
OG0004821	HER_15189	ELU_22689
OG0004822	HER_33162	ELU_22768
OG0004823	HER_14377	ELU_22770, ELU_50638, ELU_50641
OG0004825	HER_49646, HER_4150	ELU_22797
OG0004825	HER_42748	ELU_47031, ELU_3611, ELU_51555, ELU_8456
OG0004826	HER_15015	ELU_22930
OG0004827	HER_33647	ELU_46741, ELU_2295
OG0004828	HER_15134	ELU_22951, ELU_22953
OG0004829	HER_14680	ELU_23049, ELU_23041
OG0004830	HER_33644	ELU_2305, ELU_3036, ELU_3038
OG0004831	HER_14673	ELU_23056
OG0004832	HER_29359	ELU_28672, ELU_39354
OG0004832	HER_46717	ELU_231, ELU_235, ELU_39355
OG0004833	HER_42741, HER_42849, HER_48505, HER_13605, HER_20895	ELU_23144, ELU_23149
OG0004834	HER_15621	ELU_23153
OG0004837	HER_16500	ELU_23391
OG0004838	HER_7058, HER_7021	ELU_26764, ELU_23430, ELU_23431
OG0004839	HER_16442	ELU_23465
OG0004840	HER_16430	ELU_23477, ELU_23476
OG0004841	HER_16402	ELU_23494, ELU_23507
OG0004842	HER_16378	ELU_23512
OG0004843	HER_16277	ELU_23624, ELU_23625, ELU_23623
OG0004844	HER_16263, HER_16241	ELU_23639, ELU_23640
OG0004845	HER_16229	ELU_23652
OG0004846	HER_16218	ELU_23676, ELU_23667
OG0004847	HER_47966	ELU_52189, ELU_44467, ELU_52190, ELU_23702
OG0004848	HER_16104	ELU_23747
OG0004849	HER_16013	ELU_23784
OG0004850	HER_15987	ELU_23826
OG0004851	HER_15980	ELU_23839, ELU_32730, ELU_23841
OG0004852	HER_15971	ELU_23864, ELU_23863
OG0004853	HER_15968	ELU_23865
OG0004854	HER_15960	ELU_23870
OG0004855	HER_9684, HER_9670	ELU_2388
OG0004856	HER_30381	ELU_40459, ELU_40461, ELU_24005
OG0004857	HER_14579	ELU_24021, ELU_24020
OG0004858	HER_14571	ELU_24031, ELU_24040, ELU_24039
OG0004859	HER_14568	ELU_24042
OG0004861	HER_14550	ELU_24058
OG0004863	HER_1377	ELU_24089, ELU_24096, ELU_33864
OG0004864	HER_14467	ELU_24186
OG0004864	HER_14465	ELU_24187
OG0004865	HER_15385, HER_15384	ELU_24248, ELU_47464
OG0004866	HER_15426, HER_15425, HER_15603, HER_15614, HER_15620, HER_15431	ELU_24257
OG0004867	HER_15420	ELU_44577, ELU_24265
OG0004868	HER_15473, HER_15446	ELU_24292
OG0004869	HER_28916, HER_28903	ELU_24295
OG0004870	HER_15316	ELU_24378
OG0004871	HER_46130	ELU_2442, ELU_52415
OG0004872	HER_15208, HER_15242	ELU_24429, ELU_24424, ELU_24426
OG0004873	HER_15209, HER_15243	ELU_24427, ELU_24430, ELU_24425
OG0004874	HER_15210, HER_15244	ELU_24431, ELU_24428
OG0004875	HER_15211, HER_15245	ELU_24432
OG0004876	HER_15258	ELU_24441
OG0004877	HER_16928, HER_16935	ELU_24459
OG0004878	HER_16934, HER_16927	ELU_24460, ELU_26707
OG0004879	HER_16933, HER_16926	ELU_24461
OG0004880	HER_46133	ELU_2451, ELU_2447
OG0004881	HER_16896, HER_16919	ELU_24478
OG0004882	HER_16895, HER_16918	ELU_24479
OG0004883	HER_16877, HER_16900	ELU_24489
OG0004884	HER_16871	ELU_24492
OG0004885	HER_16857	ELU_32297, ELU_24506, ELU_24505
OG0004886	HER_16808, HER_16806	ELU_24542, ELU_24549, ELU_24544, ELU_24537, ELU_24546, ELU_24552
OG0004887	HER_16791	ELU_24561
OG0004888	HER_16784	ELU_39652
OG0004888	HER_16786	ELU_24572, ELU_39656, ELU_52373
OG0004889	HER_16674	ELU_24586
OG0004890	HER_16725	ELU_24628
OG0004890	HER_16716, HER_16724	ELU_24629
OG0004891	HER_16737	ELU_24655
OG0004892	HER_45369	ELU_24711, ELU_24710, ELU_43100
OG0004893	HER_45344	ELU_24739, ELU_24741
OG0004894	HER_45331	ELU_24750, ELU_24751
OG0004895	HER_45330	ELU_24752
OG0004896	HER_45326	ELU_24780, ELU_24776
OG0004897	HER_45290	ELU_24827
OG0004898	HER_45222	ELU_24842
OG0004899	HER_45218	ELU_24887, ELU_24890
OG0004900	HER_45178	ELU_24919
OG0004901	HER_45137	ELU_24956, ELU_24955
OG0004902	HER_45072	ELU_25008
OG0004903	HER_45039	ELU_25064, ELU_25061
OG0004904	HER_45029	ELU_25070
OG0004905	HER_44995	ELU_25096
OG0004906	HER_44972	ELU_25113
OG0004907	HER_25682	ELU_25135
OG0004908	HER_6389	ELU_2516, ELU_2524
OG0004909	HER_6399	ELU_27453, ELU_27450
OG0004909	HER_6394	ELU_2520
OG0004910	HER_44868	ELU_25234
OG0004911	HER_44807, HER_44799	ELU_25288
OG0004912	HER_44774, HER_44772	ELU_25315, ELU_25311
OG0004913	HER_44744, HER_44756	ELU_25336
OG0004914	HER_44732, HER_44738	ELU_25343
OG0004915	HER_44566	ELU_25446
OG0004916	HER_44492	ELU_25469
OG0004917	HER_44505	ELU_25474
OG0004918	HER_44517	ELU_25484
OG0004919	HER_44520	ELU_25486
OG0004920	HER_44529	ELU_25505, ELU_25508
OG0004921	HER_44552	ELU_25521, ELU_25520
OG0004922	HER_44554	ELU_25524
OG0004923	HER_44462	ELU_25531
OG0004924	HER_45474	ELU_25546
OG0004925	HER_45461, HER_45456	ELU_25544
OG0004926	HER_45491	ELU_25558
OG0004927	HER_45493	ELU_25560
OG0004928	HER_45515	ELU_25592
OG0004929	HER_45509	ELU_25603
OG0004929	HER_45510	ELU_25601
OG0004930	HER_45506	ELU_25615, ELU_25608
OG0004931	HER_45495, HER_45500	ELU_25622
OG0004932	HER_46347, HER_46342	ELU_25642
OG0004933	HER_46343, HER_46348	ELU_25644
OG0004934	HER_46355	ELU_25653, ELU_25654, ELU_25655, ELU_25652
OG0004935	HER_46240	ELU_25677
OG0004936	HER_46242	ELU_25680
OG0004937	HER_46236	ELU_25685, ELU_25690
OG0004938	HER_46204	ELU_25722, ELU_25723, ELU_25717, ELU_25733
OG0004939	HER_46202	ELU_25738
OG0004940	HER_46129	ELU_25794, ELU_52416
OG0004941	HER_46143	ELU_25812, ELU_25808, ELU_25813
OG0004942	HER_46122	ELU_25827, ELU_25819
OG0004943	HER_46121	ELU_25828, ELU_25820
OG0004944	HER_46120	ELU_25822, ELU_25829, ELU_25821
OG0004945	HER_46111, HER_46109	ELU_25834
OG0004946	HER_46090	ELU_25856, ELU_25866
OG0004947	HER_8736, HER_20414, HER_17639	ELU_25859
OG0004948	HER_46079	ELU_25879
OG0004949	HER_46074	ELU_25884
OG0004950	HER_46065	ELU_25895, ELU_25898
OG0004951	HER_46059	ELU_25905, ELU_25903
OG0004952	HER_46047	ELU_25916
OG0004953	HER_46009	ELU_25936
OG0004954	HER_45846	ELU_25953, ELU_25955, ELU_25954
OG0004955	HER_45908	ELU_25966
OG0004956	HER_45919	ELU_25972, ELU_25973
OG0004957	HER_45928	ELU_25989, ELU_25992
OG0004958	HER_45938, HER_45929	ELU_25990
OG0004959	HER_45958	ELU_26001, ELU_26029
OG0004961	HER_19542	ELU_26215, ELU_26212, ELU_26208
OG0004962	HER_19546, HER_19554, HER_19547	ELU_26217, ELU_26214
OG0004963	HER_7528	ELU_26293
OG0004964	HER_7525	ELU_26297
