Orthogroup	H_tub.longestprot	E_luc.longestprot
OG0006984	HTU_9687	ELU_30980
OG0006985	HTU_7970, HTU_7979	ELU_29084
OG0006986	HTU_7984, HTU_7975	ELU_29087
OG0006987	HTU_7994, HTU_7990, HTU_7987	ELU_29091
OG0006988	HTU_8004	ELU_29099, ELU_29103
OG0006989	HTU_8007	ELU_29106
OG0006990	HTU_8012	ELU_29123
OG0006991	HTU_8013	ELU_29124, ELU_29127, ELU_29129
OG0006992	HTU_8014	ELU_29128, ELU_29125, ELU_29130
OG0006993	HTU_8023	ELU_29161, ELU_29163
OG0006994	HTU_8168	ELU_29184, ELU_29171
OG0006995	HTU_8154	ELU_29173, ELU_29232
OG0006996	HTU_8164	ELU_29226, ELU_29182
OG0006997	HTU_8061	ELU_29223
OG0006998	HTU_8145	ELU_29243
OG0006999	HTU_8137	ELU_29254
OG0007000	HTU_29204	ELU_2932
OG0007001	HTU_8175	ELU_29349
OG0007002	HTU_8180	ELU_29354
OG0007003	HTU_8184	ELU_29355
OG0007004	HTU_7911	ELU_29428
OG0007005	HTU_7897	ELU_32579, ELU_29439
OG0007006	HTU_7892	ELU_29453
OG0007007	HTU_7885	ELU_29462
OG0007008	HTU_27320, HTU_27331	ELU_48125, ELU_2947
OG0007009	HTU_4450	ELU_2958, ELU_2948, ELU_2956
OG0007010	HTU_7849, HTU_7841, HTU_7850	ELU_29499
OG0007011	HTU_7839, HTU_7847	ELU_29502
OG0007012	HTU_40243	ELU_29504
OG0007013	HTU_7829, HTU_7834, HTU_40246	ELU_29505
OG0007014	HTU_7776	ELU_47256, ELU_29544
OG0007015	HTU_7779	ELU_29546
OG0007016	HTU_7780	ELU_29547
OG0007017	HTU_7814, HTU_7815	ELU_29569
OG0007018	HTU_7794, HTU_7807	ELU_29573, ELU_29578
OG0007019	HTU_7746	ELU_29598, ELU_29593, ELU_29592
OG0007020	HTU_7674	ELU_29670
OG0007021	HTU_7622	ELU_29727, ELU_29728, ELU_29729
OG0007022	HTU_7637, HTU_7612	ELU_29737
OG0007023	HTU_7609, HTU_7639	ELU_29739
OG0007024	HTU_19632	ELU_32116, ELU_2976
OG0007025	HTU_7579	ELU_29761, ELU_29764
OG0007026	HTU_28654	ELU_47756, ELU_29844, ELU_44328
OG0007027	HTU_37630	ELU_2986
OG0007028	HTU_37627	ELU_2987
OG0007029	HTU_29423	ELU_299, ELU_43099
OG0007030	HTU_17918	ELU_30, ELU_44873
OG0007031	HTU_41916	ELU_30024
OG0007032	HTU_9061	ELU_30046
OG0007033	HTU_9064	ELU_30048
OG0007034	HTU_11778	ELU_3009, ELU_50694, ELU_3006
OG0007035	HTU_9122	ELU_30070
OG0007036	HTU_9106	ELU_30082
OG0007037	HTU_9552	ELU_30140
OG0007038	HTU_9557	ELU_5614, ELU_30146
OG0007039	HTU_9301, HTU_9303	ELU_30159
OG0007040	HTU_5941	ELU_35118, ELU_3020
OG0007040	HTU_6559, HTU_6524	ELU_9893, ELU_39508, ELU_39523
OG0007041	HTU_9210	ELU_30252, ELU_30253
OG0007042	HTU_9208	ELU_30255, ELU_30259
OG0007043	HTU_9207	ELU_30257, ELU_30260
OG0007044	HTU_9203	ELU_30262
OG0007045	HTU_9202	ELU_30263
OG0007046	HTU_9186, HTU_9199	ELU_30268
OG0007047	HTU_9196, HTU_9181	ELU_30273
OG0007048	HTU_9171, HTU_9168, HTU_9173	ELU_30284
OG0007049	HTU_9162, HTU_9166	ELU_30285
OG0007050	HTU_9155, HTU_9285	ELU_30300, ELU_30293
OG0007051	HTU_9071	ELU_30315, ELU_30325
OG0007052	HTU_9288	ELU_30328, ELU_30332
OG0007053	HTU_9523	ELU_30348
OG0007054	HTU_9527	ELU_30354
OG0007055	HTU_9510, HTU_9486	ELU_30364
OG0007056	HTU_9509, HTU_9485	ELU_30365
OG0007057	HTU_9507	ELU_30370
OG0007058	HTU_7120, HTU_7107	ELU_3040, ELU_3039
OG0007059	HTU_9455	ELU_30430, ELU_30427
OG0007060	HTU_9453	ELU_30435
OG0007061	HTU_9439	ELU_30444
OG0007062	HTU_9386, HTU_9405	ELU_30473, ELU_30470
OG0007063	HTU_1289, HTU_832	ELU_3050, ELU_37931, ELU_50825
OG0007064	HTU_9996, HTU_10007	ELU_30507, ELU_30506
OG0007065	HTU_10040	ELU_30520
OG0007066	HTU_9990, HTU_10001	ELU_30556
OG0007067	HTU_9988, HTU_9983, HTU_9999	ELU_30572
OG0007068	HTU_9998, HTU_9987, HTU_9982	ELU_30573
OG0007069	HTU_9970	ELU_30595
OG0007069	HTU_9972	ELU_30591
OG0007070	HTU_9948, HTU_9931	ELU_30615, ELU_30616
OG0007071	HTU_9940, HTU_9935	ELU_30619
OG0007072	HTU_9890	ELU_30653
OG0007073	HTU_9889	ELU_30654
OG0007074	HTU_12908	ELU_3073, ELU_3070
OG0007075	HTU_10971, HTU_10955	ELU_31844, ELU_30738
OG0007076	HTU_9841	ELU_30759
OG0007077	HTU_10059, HTU_10062	ELU_30769
OG0007078	HTU_10061	ELU_30772, ELU_30773
OG0007079	HTU_9835	ELU_30776
OG0007081	HTU_9818	ELU_30795
OG0007081	HTU_9817	ELU_30798, ELU_30796
OG0007082	HTU_9807	ELU_30810, ELU_30812
OG0007083	HTU_9802	ELU_30822
OG0007084	HTU_9765	ELU_30903
OG0007085	HTU_9759	ELU_30914, ELU_30910
OG0007086	HTU_9757, HTU_9755	ELU_30911, ELU_30915
OG0007087	HTU_9744	ELU_30924, ELU_30929
OG0007088	HTU_9738	ELU_47637, ELU_30938, ELU_47642
OG0007089	HTU_9733	ELU_30940, ELU_47634, ELU_47645
OG0007090	HTU_9694	ELU_30970
OG0007091	HTU_9669	ELU_30994
OG0007092	HTU_9664, HTU_9663	ELU_30997
OG0007093	HTU_9633	ELU_31028, ELU_31024
OG0007094	HTU_9622	ELU_31041, ELU_31038, ELU_31050
OG0007095	HTU_9611	ELU_31053
OG0007096	HTU_9600, HTU_40199	ELU_31064, ELU_31074
OG0007097	HTU_9599, HTU_40198	ELU_31065, ELU_31075
OG0007098	HTU_9598	ELU_31067, ELU_31076, ELU_31068
OG0007099	HTU_9594	ELU_31103, ELU_31099
OG0007100	HTU_9575	ELU_31129, ELU_31127
OG0007101	HTU_9562	ELU_31149
OG0007102	HTU_10558	ELU_31264, ELU_31164
OG0007103	HTU_10497, HTU_10501, HTU_10499	ELU_37035, ELU_31175
OG0007104	HTU_10502	ELU_31179, ELU_31177
OG0007105	HTU_10528	ELU_31210
OG0007106	HTU_10536	ELU_31232
OG0007107	HTU_10540	ELU_31241, ELU_31239
OG0007108	HTU_10461	ELU_31276, ELU_31279
OG0007109	HTU_10454	ELU_31297, ELU_31294
OG0007110	HTU_10446	ELU_31312
OG0007111	HTU_10409	ELU_31340
OG0007112	HTU_10330	ELU_31394, ELU_31388, ELU_31386
OG0007113	HTU_29918	ELU_3143, ELU_44703
OG0007114	HTU_10699	ELU_31431
OG0007115	HTU_10697	ELU_31434
OG0007116	HTU_10693	ELU_31440
OG0007117	HTU_10685	ELU_31459
OG0007118	HTU_10677, HTU_10938, HTU_10945	ELU_31483
OG0007119	HTU_10584	ELU_31578
OG0007120	HTU_10579	ELU_31583, ELU_31584
OG0007121	HTU_10563	ELU_31605
OG0007122	HTU_10559	ELU_31609
OG0007123	HTU_10203	ELU_31614
OG0007124	HTU_10222, HTU_10216	ELU_31623, ELU_31627
OG0007125	HTU_10217, HTU_10224	ELU_31634, ELU_31628
OG0007126	HTU_10225, HTU_10218	ELU_31629, ELU_31635
OG0007127	HTU_10220, HTU_10227	ELU_31631, ELU_31639
OG0007128	HTU_10240, HTU_10252	ELU_31651
OG0007129	HTU_10275, HTU_10280	ELU_31665
OG0007130	HTU_10712	ELU_31693
OG0007131	HTU_10715, HTU_10716	ELU_31695
OG0007132	HTU_10719	ELU_31702
OG0007133	HTU_10734	ELU_31709
OG0007134	HTU_10738	ELU_31713
OG0007135	HTU_10739	ELU_31714
OG0007136	HTU_10761	ELU_31722, ELU_31723
OG0007137	HTU_10781, HTU_10773	ELU_31736
OG0007138	HTU_10101, HTU_10071, HTU_10098	ELU_31743
OG0007139	HTU_10068, HTU_10124	ELU_31747
OG0007140	HTU_10139	ELU_31753, ELU_46991
OG0007141	HTU_10171	ELU_31758, ELU_31759
OG0007142	HTU_10181	ELU_31766
OG0007143	HTU_10187	ELU_31774
OG0007144	HTU_9311	ELU_31783
OG0007145	HTU_9324	ELU_31800, ELU_31797
OG0007146	HTU_9350	ELU_31822, ELU_31828
OG0007147	HTU_9351	ELU_31824, ELU_31823, ELU_31829
OG0007148	HTU_10956, HTU_10970	ELU_31848, ELU_31850
OG0007149	HTU_10965, HTU_10075, HTU_10976	ELU_31857
OG0007150	HTU_10794	ELU_31867, ELU_31868
OG0007151	HTU_10798, HTU_10797	ELU_31873, ELU_31872, ELU_31874
OG0007152	HTU_23732	ELU_3189, ELU_3191
OG0007153	HTU_10821	ELU_31901
OG0007154	HTU_11000, HTU_10858, HTU_10998	ELU_31911
OG0007155	HTU_10856, HTU_10840	ELU_31912
OG0007156	HTU_10839, HTU_10855	ELU_31913
OG0007157	HTU_10842, HTU_10827, HTU_10828, HTU_10843	ELU_31915, ELU_31917
OG0007159	HTU_23733	ELU_3192, ELU_3195
OG0007160	HTU_10869	ELU_31931, ELU_31929
OG0007161	HTU_27136	ELU_49488, ELU_31977
OG0007162	HTU_23139, HTU_23125	ELU_31999, ELU_31996
OG0007163	HTU_4452	ELU_32110
OG0007164	HTU_29222	ELU_46585, ELU_3215
OG0007165	HTU_40911	ELU_32150, ELU_32152
OG0007166	HTU_7204	ELU_32166
OG0007167	HTU_18421	ELU_32336, ELU_32340
OG0007168	HTU_18420	ELU_32347, ELU_32345
OG0007169	HTU_34406	ELU_32352, ELU_32361
OG0007170	HTU_41194	ELU_32382, ELU_53846
OG0007171	HTU_39884, HTU_39887, HTU_39886, HTU_21168, HTU_24135, HTU_24134	ELU_50667, ELU_32386
OG0007172	HTU_8234	ELU_32396, ELU_32403
OG0007173	HTU_5111	ELU_32448, ELU_32451
OG0007174	HTU_29532	ELU_32498
OG0007175	HTU_131, HTU_82	ELU_32507, ELU_32502
OG0007176	HTU_36033	ELU_32570
OG0007177	HTU_21616	ELU_32580, ELU_32582
OG0007178	HTU_32792	ELU_32603, ELU_32606
OG0007179	HTU_2956, HTU_2935	ELU_32661, ELU_32668
OG0007180	HTU_34348	ELU_951, ELU_3270
OG0007181	HTU_20311	ELU_32726, ELU_32728
OG0007182	HTU_18224, HTU_18196	ELU_32827
OG0007183	HTU_11041, HTU_11044	ELU_32842, ELU_32843
OG0007184	HTU_11331	ELU_32859, ELU_32854
OG0007185	HTU_11328	ELU_32866
OG0007186	HTU_11324	ELU_32870, ELU_32876
OG0007187	HTU_11499	ELU_32886
OG0007188	HTU_11501	ELU_32888, ELU_32891
OG0007189	HTU_11341	ELU_32929
OG0007190	HTU_11367	ELU_32937
OG0007191	HTU_11442	ELU_32957
OG0007192	HTU_11436	ELU_32969
OG0007193	HTU_29430	ELU_33, ELU_4070, ELU_52802
OG0007194	HTU_11264	ELU_33014
OG0007195	HTU_11261	ELU_33017
OG0007196	HTU_11242	ELU_33042
OG0007197	HTU_11219, HTU_11192	ELU_33045
OG0007198	HTU_11190, HTU_11217	ELU_33047
OG0007199	HTU_8216	ELU_39541, ELU_3308, ELU_39538
OG0007200	HTU_11571	ELU_33089, ELU_33090, ELU_33091
OG0007201	HTU_11579	ELU_33098
OG0007202	HTU_11609	ELU_33123, ELU_33124
OG0007203	HTU_8792	ELU_3317, ELU_3318
OG0007204	HTU_11450	ELU_33226
OG0007205	HTU_11446	ELU_33230
OG0007206	HTU_11082	ELU_33243, ELU_33244
OG0007207	HTU_11087	ELU_33249
OG0007208	HTU_11089	ELU_33251, ELU_33254
OG0007209	HTU_11108	ELU_33277
OG0007210	HTU_11519	ELU_33305
OG0007211	HTU_11176, HTU_11175	ELU_8920, ELU_33319
OG0007212	HTU_11151, HTU_11161	ELU_33329
OG0007213	HTU_11764	ELU_33375
OG0007214	HTU_11731	ELU_33403
OG0007215	HTU_11724	ELU_33406
OG0007216	HTU_10020	ELU_33411
OG0007217	HTU_11693	ELU_33420
OG0007218	HTU_11854, HTU_11841	ELU_33476
OG0007219	HTU_11867	ELU_52019, ELU_33496
OG0007220	HTU_11906, HTU_11888	ELU_33518, ELU_33510, ELU_33516
OG0007221	HTU_11911, HTU_11898	ELU_33536
OG0007222	HTU_11014, HTU_11946	ELU_33563
OG0007223	HTU_11998	ELU_33629, ELU_33631, ELU_33623
OG0007224	HTU_12004	ELU_33635
OG0007225	HTU_12026, HTU_12034	ELU_33655
OG0007226	HTU_12076, HTU_12080	ELU_33677
OG0007227	HTU_12129, HTU_12112, HTU_12110	ELU_33694
OG0007228	HTU_12131, HTU_12114	ELU_33696
OG0007229	HTU_12177	ELU_33746
OG0007230	HTU_12183	ELU_33762, ELU_33750
OG0007231	HTU_10470	ELU_3376, ELU_3380
OG0007232	HTU_10471	ELU_3381, ELU_3377
OG0007233	HTU_12346	ELU_33783
OG0007234	HTU_12312	ELU_33792, ELU_33797
OG0007235	HTU_12353	ELU_33813
OG0007236	HTU_12354	ELU_33815
OG0007237	HTU_12368, HTU_12362	ELU_33816
OG0007238	HTU_12367, HTU_12376, HTU_12215	ELU_33820
OG0007239	HTU_10474	ELU_52472, ELU_3384
OG0007240	HTU_12269	ELU_33894
OG0007241	HTU_12471	ELU_33965, ELU_33963
OG0007242	HTU_12472	ELU_33966
OG0007243	HTU_12481, HTU_12487	ELU_33981, ELU_33978
OG0007244	HTU_12536	ELU_34019, ELU_34020
OG0007245	HTU_12539	ELU_34023
OG0007246	HTU_12549	ELU_34036, ELU_34033, ELU_811
OG0007247	HTU_12553	ELU_34043
OG0007248	HTU_12592	ELU_34078
OG0007249	HTU_12602	ELU_34094, ELU_34089, ELU_34095
OG0007250	HTU_12618	ELU_36661, ELU_34110
OG0007251	HTU_12620	ELU_34118, ELU_36669
OG0007252	HTU_12626	ELU_34120, ELU_36671
OG0007253	HTU_12654, HTU_12676	ELU_34139
OG0007254	HTU_12683, HTU_12659	ELU_34144
OG0007255	HTU_12684, HTU_12660	ELU_34145
OG0007256	HTU_12702, HTU_12671	ELU_34154
OG0007257	HTU_12703, HTU_12672	ELU_34155
OG0007258	HTU_13213	ELU_34177
OG0007259	HTU_13182	ELU_34183, ELU_34180
OG0007260	HTU_13183	ELU_34181, ELU_34182
OG0007261	HTU_37777	ELU_3421, ELU_3431
OG0007262	HTU_13149, HTU_13242	ELU_34228, ELU_34226
OG0007263	HTU_13128, HTU_13273	ELU_34233
OG0007264	HTU_13092	ELU_34259
OG0007265	HTU_13086, HTU_13085	ELU_34268, ELU_34265
OG0007266	HTU_13065	ELU_34288
OG0007267	HTU_13064	ELU_34289
OG0007268	HTU_13058	ELU_34299, ELU_34301, ELU_34300
OG0007269	HTU_13056	ELU_34303, ELU_34306
OG0007270	HTU_13055	ELU_34304, ELU_34307
OG0007271	HTU_13054	ELU_34308, ELU_34305
OG0007272	HTU_13052	ELU_34312, ELU_34310
OG0007273	HTU_13053	ELU_34311
OG0007274	HTU_13045	ELU_34328
OG0007275	HTU_13043	ELU_34331
OG0007276	HTU_13025	ELU_34347
OG0007277	HTU_12991	ELU_34381
OG0007278	HTU_12990	ELU_34382
OG0007279	HTU_12965	ELU_34415
OG0007280	HTU_12964	ELU_34416
OG0007281	HTU_12940	ELU_34428, ELU_34440
OG0007282	HTU_12936	ELU_34444, ELU_34432
OG0007283	HTU_12872, HTU_12853	ELU_51054, ELU_34487
OG0007284	HTU_12849, HTU_12873	ELU_34577, ELU_34488
OG0007285	HTU_12807, HTU_12806	ELU_34529
OG0007286	HTU_12813	ELU_34534
OG0007287	HTU_12824	ELU_34567, ELU_34560
OG0007288	HTU_12825	ELU_34566, ELU_34561, ELU_34562
OG0007289	HTU_12881, HTU_12840	ELU_34578, ELU_34581
OG0007290	HTU_12836	ELU_34587, ELU_34584
OG0007291	HTU_11673, HTU_11668	ELU_34608
OG0007292	HTU_35508	ELU_46712, ELU_34813, ELU_46269, ELU_50199
OG0007293	HTU_10778, HTU_10786	ELU_53836, ELU_34898
OG0007294	HTU_18031	ELU_34917, ELU_34916
OG0007295	HTU_38652	ELU_34925, ELU_34927
OG0007296	HTU_28010	ELU_48865, ELU_34951, ELU_48878
OG0007297	HTU_17096	ELU_41505, ELU_41503, ELU_34960
OG0007298	HTU_21425	ELU_34979, ELU_51880, ELU_34981
OG0007299	HTU_6437	ELU_36796, ELU_35033
OG0007300	HTU_36469, HTU_36459	ELU_35050, ELU_35061
OG0007301	HTU_35118, HTU_35104	ELU_35166, ELU_35159
OG0007302	HTU_35119, HTU_35105	ELU_35160, ELU_35165
OG0007303	HTU_30439, HTU_30789	ELU_46885, ELU_35182
OG0007305	HTU_11113	ELU_35276
OG0007306	HTU_29216	ELU_35296
OG0007307	HTU_23099	ELU_35302, ELU_35304, ELU_42394
OG0007308	HTU_3707	ELU_4875, ELU_35309
OG0007309	HTU_6051, HTU_6030	ELU_35353
OG0007310	HTU_2659	ELU_3536, ELU_3537, ELU_3539
OG0007311	HTU_26651	ELU_3542, ELU_49998, ELU_49992
OG0007312	HTU_26647	ELU_3545, ELU_50001
OG0007314	HTU_26645	ELU_3547, ELU_50003
OG0007315	HTU_5925	ELU_35473
OG0007316	HTU_5969	ELU_35507
OG0007317	HTU_32788	ELU_3560, ELU_3552
OG0007318	HTU_6377	ELU_35626
OG0007319	HTU_6422	ELU_35630
OG0007320	HTU_7433	ELU_35659
OG0007321	HTU_7437	ELU_35671, ELU_35666
OG0007322	HTU_7439	ELU_35668, ELU_35669
OG0007323	HTU_7445	ELU_35684
OG0007324	HTU_6203	ELU_35701
OG0007325	HTU_6205	ELU_35702
OG0007326	HTU_6219	ELU_35724
OG0007327	HTU_6302, HTU_6258	ELU_35738
OG0007328	HTU_6328, HTU_7474	ELU_76, ELU_35756
OG0007329	HTU_7452, HTU_7458	ELU_35764
OG0007330	HTU_6586	ELU_35805
OG0007331	HTU_6955	ELU_35817
OG0007332	HTU_6948, HTU_6943	ELU_35827, ELU_35824
OG0007334	HTU_6896, HTU_6870	ELU_35879
OG0007335	HTU_6855, HTU_6852	ELU_35890, ELU_35891
OG0007336	HTU_6771	ELU_35916, ELU_35913
OG0007337	HTU_6798, HTU_6774	ELU_35918
OG0007338	HTU_7069, HTU_7012	ELU_35930
OG0007339	HTU_7016, HTU_7072	ELU_35933
OG0007340	HTU_7025, HTU_7083	ELU_35938
OG0007341	HTU_7026, HTU_7085	ELU_35946
OG0007342	HTU_7037, HTU_7095	ELU_35951, ELU_35957
OG0007343	HTU_6660, HTU_6663	ELU_35977
OG0007345	HTU_6699	ELU_36000, ELU_36028
OG0007346	HTU_6705	ELU_36033
OG0007347	HTU_5562, HTU_5554	ELU_36070, ELU_36071
OG0007348	HTU_7370	ELU_36148
OG0007349	HTU_7243	ELU_36235
OG0007350	HTU_7234	ELU_36245
OG0007351	HTU_7227	ELU_36264, ELU_36262, ELU_50555
OG0007352	HTU_7215	ELU_36266
OG0007353	HTU_7214	ELU_36268
OG0007354	HTU_41907	ELU_36273, ELU_36279
OG0007355	HTU_29622	ELU_36307, ELU_36300
OG0007356	HTU_16087	ELU_47455, ELU_47451, ELU_36366
OG0007357	HTU_23434	ELU_36395, ELU_36393
OG0007358	HTU_27430	ELU_36450, ELU_48309
OG0007359	HTU_23902	ELU_42336, ELU_42341, ELU_36461
OG0007360	HTU_21825	ELU_3654, ELU_41421
OG0007361	HTU_546	ELU_3661, ELU_7550, ELU_7258
OG0007362	HTU_11253	ELU_36647, ELU_36652
OG0007363	HTU_11252	ELU_36653, ELU_36648
OG0007364	HTU_12637, HTU_12634	ELU_47620, ELU_36675
OG0007365	HTU_12710, HTU_12642	ELU_36679, ELU_36684
OG0007366	HTU_12712, HTU_12643	ELU_36680, ELU_36687
OG0007367	HTU_12644, HTU_12713	ELU_36681, ELU_36688
OG0007368	HTU_37493, HTU_37535	ELU_36715, ELU_36718, ELU_36721
OG0007368	HTU_37538	ELU_41330
OG0007371	HTU_28263	ELU_36918, ELU_49763
OG0007372	HTU_7262	ELU_3692
OG0007373	HTU_32734	ELU_36989, ELU_36988
OG0007374	HTU_32733	ELU_36992
OG0007375	HTU_32729	ELU_36996, ELU_37000
OG0007376	HTU_30371, HTU_30200, HTU_30361	ELU_37017, ELU_37032
OG0007377	HTU_30197, HTU_30364	ELU_37020, ELU_37029
OG0007378	HTU_21824	ELU_37071, ELU_41420
OG0007379	HTU_21823	ELU_37072, ELU_41419
OG0007380	HTU_37454, HTU_35330	ELU_3718, ELU_7125
OG0007381	HTU_28728	ELU_37216, ELU_37253, ELU_37250
OG0007382	HTU_22629	ELU_37238, ELU_37242
OG0007383	HTU_25252, HTU_25292	ELU_3734, ELU_3726
OG0007384	HTU_31697, HTU_31687	ELU_37355, ELU_37353
OG0007385	HTU_11798	ELU_37398
OG0007386	HTU_23561, HTU_11202, HTU_11235	ELU_51369, ELU_37455, ELU_37458
OG0007387	HTU_23462	ELU_37619, ELU_37618
OG0007388	HTU_1947	ELU_37629, ELU_37632
OG0007389	HTU_354	ELU_37674
OG0007390	HTU_357	ELU_37677
OG0007391	HTU_386	ELU_37703, ELU_37706
OG0007392	HTU_392	ELU_37709
OG0007393	HTU_219, HTU_181	ELU_37729
OG0007394	HTU_225, HTU_189	ELU_37734
OG0007395	HTU_190, HTU_226	ELU_37735
OG0007396	HTU_227, HTU_191	ELU_37736
OG0007397	HTU_670, HTU_707	ELU_37768
OG0007398	HTU_655, HTU_723	ELU_37778
OG0007399	HTU_16494	ELU_3781, ELU_3797
OG0007400	HTU_27434	ELU_37818, ELU_48301
OG0007401	HTU_16493	ELU_3782, ELU_50594, ELU_3796
OG0007402	HTU_747	ELU_37831, ELU_4969
OG0007404	HTU_784	ELU_37873
OG0007405	HTU_807, HTU_837	ELU_37896, ELU_37898
OG0007406	HTU_847, HTU_811	ELU_37910, ELU_37903
OG0007407	HTU_850, HTU_814	ELU_37913
OG0007408	HTU_853, HTU_816	ELU_37916
OG0007409	HTU_818, HTU_855	ELU_37919
OG0007410	HTU_883, HTU_861	ELU_37959
OG0007411	HTU_908	ELU_37998
OG0007412	HTU_949	ELU_38046
OG0007413	HTU_952	ELU_38047
OG0007414	HTU_956	ELU_38050
OG0007415	HTU_959	ELU_38053
OG0007416	HTU_960	ELU_38054, ELU_38056
OG0007417	HTU_482	ELU_38176, ELU_38179, ELU_38177
OG0007418	HTU_473	ELU_38263, ELU_38254
OG0007419	HTU_413	ELU_38259, ELU_38267
OG0007420	HTU_128, HTU_79	ELU_38292, ELU_38296
OG0007421	HTU_620	ELU_38325, ELU_38323
OG0007422	HTU_601	ELU_38351
OG0007423	HTU_26505, HTU_26514	ELU_38357
OG0007424	HTU_591	ELU_38367
OG0007425	HTU_34, HTU_566	ELU_38376
OG0007426	HTU_6521	ELU_38385
OG0007427	HTU_519	ELU_38401, ELU_38404
OG0007428	HTU_518	ELU_38402, ELU_38405
OG0007429	HTU_510	ELU_38441, ELU_38413
OG0007430	HTU_1065	ELU_38416
OG0007432	HTU_1078	ELU_38452, ELU_38447
OG0007433	HTU_1079	ELU_38456
OG0007434	HTU_1081	ELU_38459
OG0007435	HTU_1083	ELU_38464
OG0007436	HTU_1106	ELU_38486
OG0007437	HTU_1314, HTU_1933	ELU_38498
OG0007438	HTU_1197, HTU_1171	ELU_38604
OG0007439	HTU_1221, HTU_1279	ELU_38657
OG0007440	HTU_1232	ELU_38671
OG0007442	HTU_1250	ELU_44035, ELU_38713
OG0007443	HTU_1951	ELU_38753, ELU_38749
OG0007444	HTU_1943	ELU_38776
OG0007445	HTU_1945	ELU_38778
OG0007446	HTU_2025	ELU_38785, ELU_39645
OG0007447	HTU_3190	ELU_4515
OG0007448	HTU_2181, HTU_2200	ELU_38805
OG0007449	HTU_2202, HTU_2179	ELU_38811
OG0007450	HTU_2203, HTU_2178	ELU_38812, ELU_38818
OG0007451	HTU_2215, HTU_2168	ELU_38896
OG0007452	HTU_4710	ELU_46218, ELU_538, ELU_38899
OG0007453	HTU_2000, HTU_1988	ELU_38918, ELU_38919
OG0007454	HTU_2043, HTU_2023, HTU_2074	ELU_38932
OG0007455	HTU_2114	ELU_39013, ELU_39008
OG0007456	HTU_503	ELU_39017, ELU_39010
OG0007457	HTU_1843	ELU_39055
OG0007458	HTU_1507	ELU_39123, ELU_39122
OG0007459	HTU_1494	ELU_39132
OG0007460	HTU_1493	ELU_39133
OG0007461	HTU_1331, HTU_1363	ELU_39208
OG0007462	HTU_1342	ELU_39215
OG0007463	HTU_4899	ELU_3924, ELU_5695
OG0007464	HTU_11284, HTU_1821	ELU_39254
OG0007465	HTU_1819	ELU_39257, ELU_39256
OG0007466	HTU_1649	ELU_39277
OG0007467	HTU_1630	ELU_39290
OG0007468	HTU_1642	ELU_39291
OG0007469	HTU_16050	ELU_39425, ELU_39430
OG0007470	HTU_38948	ELU_43945, ELU_39449
OG0007471	HTU_11682, HTU_11688	ELU_39474, ELU_39481
OG0007472	HTU_19548, HTU_19547	ELU_395, ELU_398
OG0007474	HTU_2777	ELU_39557, ELU_39563
OG0007475	HTU_23864	ELU_42315, ELU_42313, ELU_39562
OG0007477	HTU_5852, HTU_5811	ELU_39601, ELU_39590
OG0007478	HTU_5853, HTU_5812	ELU_39600, ELU_39591
OG0007479	HTU_5854, HTU_5814	ELU_39598, ELU_39593
OG0007480	HTU_25547	ELU_39642, ELU_39641
OG0007481	HTU_13337, HTU_13340	ELU_39684
OG0007482	HTU_13343, HTU_13331	ELU_39689
OG0007483	HTU_13330, HTU_13344	ELU_39690
OG0007484	HTU_18891, HTU_19550	ELU_400, ELU_397
OG0007485	HTU_13592	ELU_39700
OG0007486	HTU_13597	ELU_39707, ELU_39706
OG0007487	HTU_13629	ELU_39746, ELU_7645
OG0007488	HTU_6620, HTU_13652	ELU_39778
OG0007489	HTU_13694, HTU_13453	ELU_39834
OG0007490	HTU_13452, HTU_13695	ELU_39835
OG0007491	HTU_13739	ELU_39876
OG0007492	HTU_13727	ELU_39883
OG0007493	HTU_13726	ELU_39885
OG0007494	HTU_13759	ELU_39894
OG0007495	HTU_13763	ELU_39896, ELU_39898, ELU_39900, ELU_39901
OG0007496	HTU_13777	ELU_39921
OG0007497	HTU_13802, HTU_13967	ELU_39941
OG0007498	HTU_13810	ELU_39960
OG0007499	HTU_14042	ELU_39971, ELU_39980
OG0007500	HTU_14043	ELU_39972, ELU_39981
OG0007501	HTU_14044	ELU_39974, ELU_39983
OG0007502	HTU_13431	ELU_39989, ELU_39990
OG0007503	HTU_13425, HTU_13437	ELU_39996
OG0007504	HTU_13419, HTU_13442	ELU_40000, ELU_39998
OG0007505	HTU_13447, HTU_13413	ELU_40005
OG0007506	HTU_13582	ELU_41462, ELU_40017
OG0007507	HTU_13568	ELU_40029, ELU_40028
OG0007508	HTU_13567	ELU_40031
OG0007509	HTU_13552	ELU_40050
OG0007510	HTU_13550	ELU_40051
OG0007511	HTU_13548	ELU_40062, ELU_40054, ELU_40059
OG0007512	HTU_13544	ELU_40065, ELU_40067
OG0007514	HTU_13515	ELU_40093, ELU_40092
OG0007515	HTU_13399, HTU_13409	ELU_40094
OG0007516	HTU_13480, HTU_13356	ELU_4043, ELU_40099
OG0007517	HTU_13476	ELU_4048, ELU_40104
OG0007518	HTU_13502	ELU_40128
OG0007519	HTU_13503	ELU_40129
OG0007520	HTU_13504	ELU_40132
OG0007521	HTU_13514	ELU_40140, ELU_40143
OG0007522	HTU_13935	ELU_40170
OG0007523	HTU_13936	ELU_40171
OG0007524	HTU_13885	ELU_40207, ELU_40202
