Orthogroup	L_var.longestprot	H_ery.longestprot
OG0005090	LVA_24506, LVA_24207	HER_44470
OG0005091	LVA_22387	HER_7810
OG0005092	LVA_22400	HER_7906
OG0005093	LVA_22004	HER_7935
OG0005094	LVA_26451	HER_7939
OG0005095	LVA_21775, LVA_21728	HER_8032
OG0005096	LVA_21754, LVA_21749	HER_8045
OG0005097	LVA_17220	HER_16576, HER_16931
OG0005098	LVA_23673, LVA_23593	HER_45185
OG0005099	LVA_23594, LVA_23674	HER_45186
OG0005100	LVA_13794, LVA_13762	HER_41242
OG0005102	LVA_18591	HER_14872
OG0005104	LVA_20520	HER_10008, HER_10006
OG0005105	LVA_21492	HER_9952
OG0005106	LVA_21701, LVA_21652	HER_9937
OG0005107	LVA_21377, LVA_21214	HER_10493
OG0005108	LVA_20407	HER_10496
OG0005109	LVA_19875	HER_10048
OG0005110	LVA_20701, LVA_20880	HER_10049
OG0005111	LVA_20708, LVA_20886, LVA_20706	HER_10057
OG0005112	LVA_18988	HER_5518, HER_12065, HER_8539
OG0005113	LVA_20740, LVA_20563	HER_10145, HER_10138
OG0005114	LVA_20758, LVA_20576	HER_10153
OG0005115	LVA_20768, LVA_20588	HER_10167
OG0005116	LVA_20771, LVA_20592	HER_10173
OG0005117	LVA_20596, LVA_20776	HER_10177
OG0005118	LVA_20601, LVA_20780	HER_10181
OG0005120	LVA_20609, LVA_20786	HER_10363
OG0005121	LVA_19896	HER_10341
OG0005122	LVA_19987	HER_10298
OG0005123	LVA_19783	HER_11723, HER_11721
OG0005124	LVA_20166, LVA_20164	HER_11804
OG0005125	LVA_19753	HER_11863
OG0005126	LVA_21595, LVA_21532	HER_10917
OG0005127	LVA_21481	HER_10947
OG0005128	LVA_21482	HER_10948
OG0005129	LVA_21643, LVA_21698, LVA_21489	HER_10957
OG0005130	LVA_20319	HER_10987, HER_10975
OG0005132	LVA_20253	HER_10871
OG0005133	LVA_20268, LVA_20269	HER_10837
OG0005134	LVA_20278	HER_10820
OG0005135	LVA_20301	HER_10800
OG0005136	LVA_25356	HER_520
OG0005137	LVA_21612, LVA_21557	HER_10760
OG0005138	LVA_20382	HER_10738
OG0005140	LVA_20368	HER_10634, HER_10596
OG0005141	LVA_20558, LVA_20738	HER_10503
OG0005142	LVA_21341, LVA_21182	HER_11605
OG0005143	LVA_21183, LVA_21343	HER_11604
OG0005144	LVA_20630, LVA_20803	HER_11269
OG0005145	LVA_19899	HER_10340
OG0005146	LVA_20805, LVA_20632	HER_11256
OG0005147	LVA_21260, LVA_21422	HER_11325
OG0005148	LVA_21406, LVA_21244	HER_11354
OG0005151	LVA_20446	HER_11397
OG0005152	LVA_1522	HER_30403
OG0005153	LVA_20488	HER_11484
OG0005156	LVA_23847	HER_45992
OG0005157	LVA_21077	HER_11086
OG0005158	LVA_21067, LVA_21066	HER_11091
OG0005159	LVA_20944	HER_11217
OG0005160	LVA_20933	HER_11224
OG0005161	LVA_19048	HER_27275, HER_27278
OG0005162	LVA_20796	HER_11581
OG0005164	LVA_20676, LVA_20853	HER_11517
OG0005165	LVA_20679, LVA_20855	HER_11049
OG0005166	LVA_20684, LVA_20861	HER_9853, HER_9637
OG0005167	LVA_20866, LVA_20690	HER_9643
OG0005168	LVA_20169	HER_11640
OG0005169	LVA_19926	HER_10260
OG0005170	LVA_21103	HER_11679
OG0005171	LVA_21104	HER_11684
OG0005172	LVA_19695, LVA_19696	HER_9780
OG0005173	LVA_19682	HER_9792
OG0005174	LVA_19676	HER_9810
OG0005175	LVA_17310	HER_2538, HER_24538, HER_45226
OG0005176	LVA_3701	HER_19037
OG0005177	LVA_7401	HER_23798, HER_23797
OG0005178	LVA_32802, LVA_32945	HER_36531
OG0005180	LVA_2825	HER_47146
OG0005181	LVA_3764	HER_18544
OG0005182	LVA_9403, LVA_9288	HER_34056
OG0005183	LVA_23826	HER_44819, HER_44822
OG0005184	LVA_6653	HER_23717, HER_23716
OG0005186	LVA_22849	HER_7882
OG0005187	LVA_29755	HER_39874, HER_39863, HER_39873, HER_39864
OG0005188	LVA_27242	HER_3051
OG0005189	LVA_26907	HER_3177, HER_3179, HER_3139
OG0005190	LVA_24572	HER_27874
OG0005191	LVA_31459	HER_38191
OG0005192	LVA_30210	HER_39803
OG0005193	LVA_19382	HER_26331
OG0005194	LVA_30343	HER_40536
OG0005195	LVA_25764	HER_890
OG0005196	LVA_1099, LVA_813	HER_30066
OG0005197	LVA_18713	HER_26658
OG0005198	LVA_25381, LVA_35794	HER_534
OG0005199	LVA_25391	HER_178
OG0005200	LVA_25911	HER_628, HER_618
OG0005201	LVA_25907	HER_634, HER_624
OG0005202	LVA_25783	HER_691, HER_674
OG0005203	LVA_11269	HER_678, HER_694, HER_683, HER_699
OG0005204	LVA_25811	HER_719, HER_721, HER_720
OG0005205	LVA_25830	HER_758
OG0005206	LVA_25753	HER_288, HER_282, HER_290
OG0005207	LVA_25759	HER_871
OG0005208	LVA_22875	HER_39022
OG0005209	LVA_25964	HER_1028
OG0005210	LVA_25994	HER_1062
OG0005211	LVA_26025	HER_1093
OG0005212	LVA_26029	HER_1096, HER_1099
OG0005213	LVA_26619	HER_1313
OG0005214	LVA_26625	HER_1358, HER_1355, HER_1354
OG0005216	LVA_26629	HER_1368
OG0005217	LVA_26259	HER_1534
OG0005218	LVA_26281	HER_1509, HER_1504, HER_1507
OG0005219	LVA_26643	HER_1380
OG0005220	LVA_26535	HER_1424
OG0005221	LVA_2783, LVA_11565	HER_47291
OG0005222	LVA_26182	HER_1631
OG0005223	LVA_26966	HER_2658, HER_2655
OG0005224	LVA_13923, LVA_14364	HER_41899
OG0005225	LVA_26162	HER_1660
OG0005226	LVA_26082	HER_1723
OG0005227	LVA_26107	HER_1771, HER_1758
OG0005228	LVA_26109	HER_1760, HER_1773
OG0005229	LVA_26522	HER_1915
OG0005230	LVA_26525	HER_1918, HER_1939
OG0005231	LVA_26450	HER_1946, HER_1927
OG0005232	LVA_26457	HER_1951
OG0005233	LVA_25663	HER_2175
OG0005234	LVA_26389	HER_2292, HER_2305
OG0005235	LVA_26334	HER_2370
OG0005236	LVA_26327	HER_2381, HER_2366
OG0005237	LVA_26314	HER_2402, HER_2403
OG0005238	LVA_26309	HER_2404
OG0005239	LVA_26651	HER_2416
OG0005240	LVA_26745	HER_2433, HER_2444, HER_2454
OG0005241	LVA_26734	HER_2468
OG0005242	LVA_26728	HER_2476
OG0005243	LVA_26695	HER_2519, HER_2517, HER_2518
OG0005244	LVA_26698	HER_2522
OG0005245	LVA_26757	HER_2651
OG0005246	LVA_5618, LVA_5506	HER_13923
OG0005247	LVA_11373	HER_49245
OG0005248	LVA_24579	HER_18465
OG0005249	LVA_4744	HER_18449, HER_18441
OG0005250	LVA_25566	HER_407
OG0005251	LVA_19834	HER_9736
OG0005252	LVA_19835	HER_9722, HER_9735
OG0005253	LVA_4480	HER_17436
OG0005254	LVA_32626, LVA_32689	HER_37146
OG0005256	LVA_8382	HER_33364
OG0005257	LVA_29802	HER_40540
OG0005259	LVA_6762	HER_23643
OG0005260	LVA_8144	HER_32376, HER_32353
OG0005261	LVA_9250	HER_21513, HER_5419
OG0005262	LVA_9339, LVA_9221	HER_31998
OG0005263	LVA_8002	HER_31721
OG0005264	LVA_9207, LVA_9326	HER_32019
OG0005265	LVA_8016	HER_32300
OG0005266	LVA_8935, LVA_8855, LVA_8929	HER_32773, HER_32780
OG0005267	LVA_8363	HER_46941
OG0005268	LVA_8371	HER_46938
OG0005269	LVA_24650	HER_33400
OG0005270	LVA_8170	HER_39028
OG0005271	LVA_35990, LVA_36157	HER_35801, HER_36718, HER_611, HER_14740
OG0005272	LVA_8753, LVA_8719	HER_32723
OG0005274	LVA_8752, LVA_8720	HER_32724
OG0005275	LVA_4869	HER_25731
OG0005277	LVA_12643, LVA_627, LVA_8055	HER_32592
OG0005278	LVA_7888, LVA_7692	HER_32606
OG0005279	LVA_7885, LVA_7696	HER_32622
OG0005280	LVA_7881, LVA_7701	HER_32626
OG0005281	LVA_7916	HER_33327
OG0005282	LVA_8058	HER_33501
OG0005283	LVA_8448	HER_32803, HER_32804
OG0005284	LVA_8163	HER_32819
OG0005285	LVA_8767, LVA_8706	HER_33603
OG0005286	LVA_8503	HER_33629
OG0005287	LVA_8079	HER_33113, HER_33121, HER_33112
OG0005288	LVA_8425	HER_33088, HER_32925
OG0005289	LVA_8715, LVA_8757	HER_32933, HER_32936
OG0005290	LVA_8107	HER_33728
OG0005292	LVA_9644, LVA_9700	HER_33824
OG0005293	LVA_9683, LVA_9656	HER_33756
OG0005294	LVA_9278, LVA_9384	HER_33901, HER_33914
OG0005295	LVA_9280, LVA_9388	HER_33921, HER_33920
OG0005296	LVA_2020	HER_48233, HER_48224
OG0005297	LVA_23623, LVA_23539, LVA_23622	HER_45647
OG0005298	LVA_8687, LVA_8786	HER_33650
OG0005299	LVA_29189	HER_29378
OG0005301	LVA_26155	HER_1834
OG0005302	LVA_423	HER_30317
OG0005303	LVA_12745	HER_22113
OG0005304	LVA_19928	HER_10262
OG0005305	LVA_13649, LVA_13703	HER_42646, HER_42692
OG0005306	LVA_9661, LVA_9677, LVA_9502, LVA_9420, LVA_9505	HER_33833
OG0005307	LVA_28353, LVA_28297, LVA_28355	HER_27832
OG0005308	LVA_28587, LVA_28584	HER_28291
OG0005309	LVA_25214	HER_46282
OG0005310	LVA_25218	HER_46275
OG0005311	LVA_3392	HER_18274
OG0005312	LVA_36830	HER_5598, HER_5602
OG0005313	LVA_5439	HER_13790
OG0005314	LVA_5325	HER_13802
OG0005315	LVA_22382	HER_7829
OG0005316	LVA_36440	HER_5967
OG0005317	LVA_6972	HER_24124
OG0005318	LVA_27862	HER_4529, HER_4467
OG0005319	LVA_27155	HER_3196, HER_3214
OG0005320	LVA_27103	HER_3208, HER_3234
OG0005321	LVA_26768	HER_3307, HER_3328
OG0005322	LVA_26777	HER_3333, HER_3313
OG0005323	LVA_33186, LVA_33337	HER_36573
OG0005324	LVA_27628, LVA_27642	HER_3561, HER_3553
OG0005325	LVA_26955	HER_3606, HER_3610
OG0005326	LVA_35068, LVA_16983, LVA_11929	HER_26699, HER_25196, HER_33467, HER_33466
OG0005328	LVA_27673	HER_3734
OG0005330	LVA_27729	HER_3805
OG0005331	LVA_14649	HER_3911
OG0005332	LVA_26964	HER_2909
OG0005333	LVA_26972	HER_2671, HER_2668
OG0005334	LVA_26974	HER_2672
OG0005335	LVA_26840	HER_3143
OG0005336	LVA_26800	HER_3000
OG0005337	LVA_27399	HER_49288, HER_49310
OG0005338	LVA_27407	HER_4033
OG0005339	LVA_27410	HER_4048
OG0005340	LVA_571, LVA_572	HER_31157, HER_31106
OG0005341	LVA_28094	HER_4103
OG0005342	LVA_28099	HER_4106
OG0005343	LVA_27040	HER_4173, HER_4163
OG0005344	LVA_27032, LVA_27030, LVA_27034	HER_4220, HER_4193
OG0005345	LVA_27492, LVA_27568	HER_4254
OG0005346	LVA_27871	HER_4522, HER_4465
OG0005347	LVA_27791	HER_4316
OG0005348	LVA_27785	HER_4305
OG0005349	LVA_27896	HER_4431
OG0005350	LVA_27885	HER_4448, HER_4506
OG0005351	LVA_27776	HER_3476, HER_3538, HER_4299
OG0005352	LVA_27915	HER_4393
OG0005353	LVA_27919	HER_4389
OG0005354	LVA_27924	HER_4385
OG0005355	LVA_27950	HER_4355
OG0005356	LVA_27952	HER_4351
OG0005358	LVA_27546, LVA_27470	HER_5078
OG0005359	LVA_27438	HER_5163
OG0005360	LVA_27022	HER_4877, HER_4867
OG0005361	LVA_27086	HER_5368, HER_5324
OG0005362	LVA_27161	HER_5397, HER_5293
OG0005363	LVA_27019	HER_4767, HER_4771, HER_4786
OG0005365	LVA_26995, LVA_27006	HER_4810
OG0005366	LVA_34802	HER_35918, HER_35903
OG0005367	LVA_34800	HER_35913, HER_35901
OG0005368	LVA_14960	HER_44016
OG0005369	LVA_26298	HER_827
OG0005370	LVA_17463	HER_16783
OG0005371	LVA_454	HER_30212, HER_30209
OG0005372	LVA_461	HER_30196
OG0005373	LVA_462	HER_29663
OG0005374	LVA_477, LVA_476, LVA_478	HER_29665
OG0005375	LVA_410	HER_2864, HER_2862
OG0005376	LVA_912, LVA_1174	HER_2861
OG0005377	LVA_528	HER_2860
OG0005378	LVA_547	HER_29725, HER_29718
OG0005379	LVA_40	HER_29738, HER_29750, HER_29765
OG0005380	LVA_1259	HER_29804, HER_29788
OG0005381	LVA_398	HER_29861
OG0005382	LVA_397	HER_29862
OG0005383	LVA_93	HER_29931
OG0005384	LVA_94	HER_29932
OG0005385	LVA_362	HER_29928
OG0005386	LVA_371	HER_29883, HER_29894
OG0005387	LVA_386	HER_29869
OG0005387	LVA_389	HER_29868
OG0005388	LVA_97	HER_29934
OG0005389	LVA_620	HER_29978
OG0005390	LVA_662, LVA_942	HER_30007, HER_30013, HER_30015
OG0005391	LVA_827, LVA_1115	HER_30040
OG0005392	LVA_629	HER_29439
OG0005393	LVA_679, LVA_964	HER_29654
OG0005394	LVA_835, LVA_1123	HER_29488
OG0005395	LVA_738, LVA_1018	HER_29494
OG0005396	LVA_1060, LVA_768	HER_29440
OG0005397	LVA_1016	HER_29501
OG0005398	LVA_1204	HER_30163, HER_30167
OG0005399	LVA_13414	HER_22572
OG0005400	LVA_594	HER_30086
OG0005401	LVA_595	HER_30085
OG0005402	LVA_599	HER_30081
OG0005404	LVA_1370	HER_31054
OG0005405	LVA_1335	HER_31004
OG0005406	LVA_1298	HER_30968, HER_30961
OG0005408	LVA_1400	HER_30289
OG0005409	LVA_1483	HER_30655
OG0005410	LVA_1240	HER_30720
OG0005411	LVA_1237	HER_30723
OG0005412	LVA_1429	HER_30782
OG0005413	LVA_1428	HER_30785
OG0005414	LVA_1410	HER_30810, HER_30806
OG0005415	LVA_1403	HER_30815, HER_30823
OG0005417	LVA_649, LVA_931	HER_30629
OG0005418	LVA_343	HER_30554
OG0005419	LVA_1	HER_30524
OG0005420	LVA_1434	HER_30521, HER_30517
OG0005421	LVA_1216	HER_30439
OG0005422	LVA_772, LVA_1063, LVA_1067	HER_30423, HER_30434
OG0005423	LVA_1084, LVA_794	HER_31286
OG0005424	LVA_549	HER_31335
OG0005425	LVA_505	HER_31332
OG0005426	LVA_15202	HER_43919
OG0005427	LVA_32603, LVA_32708	HER_37240, HER_37258, HER_37261
OG0005428	LVA_1196	HER_30125
OG0005429	LVA_32697, LVA_32618	HER_37160
OG0005430	LVA_26232	HER_1578
OG0005431	LVA_16013	HER_20422
OG0005432	LVA_16014	HER_20411, HER_20418
OG0005433	LVA_7208	HER_25062, HER_25047
OG0005434	LVA_7234	HER_25128
OG0005435	LVA_26231	HER_1579
OG0005436	LVA_6457	HER_25201
OG0005437	LVA_6928	HER_25248, HER_25249
OG0005438	LVA_7285	HER_24948
OG0005439	LVA_7281	HER_24962
OG0005440	LVA_6673	HER_24830, HER_24843
OG0005441	LVA_6687	HER_24814
OG0005443	LVA_6535	HER_24390
OG0005444	LVA_6531	HER_24303, HER_24393
OG0005445	LVA_6528	HER_24403, HER_24406
OG0005446	LVA_6493	HER_24466, HER_24446
OG0005447	LVA_6483	HER_24485
OG0005448	LVA_6880	HER_24493
OG0005449	LVA_6822	HER_24585, HER_49041
OG0005450	LVA_6981	HER_24136
OG0005451	LVA_7004	HER_24166
OG0005451	LVA_6999	HER_24164
OG0005452	LVA_6756	HER_23650
OG0005453	LVA_7011	HER_23864
OG0005454	LVA_7013	HER_23862
OG0005455	LVA_6610	HER_23841
OG0005456	LVA_6868	HER_23770
OG0005457	LVA_6865	HER_23783
OG0005458	LVA_7392	HER_23806
OG0005459	LVA_7364	HER_23732
OG0005460	LVA_7313	HER_24219, HER_24213, HER_24220
OG0005461	LVA_7316	HER_24224
OG0005462	LVA_7317	HER_24226
OG0005464	LVA_6645	HER_24263
OG0005465	LVA_6629	HER_24286
OG0005466	LVA_7158	HER_23952, HER_23954
OG0005467	LVA_1974	HER_48084
OG0005468	LVA_7123	HER_23979
OG0005469	LVA_19575	HER_27315
OG0005470	LVA_7090	HER_24006
OG0005471	LVA_14580	HER_40966
OG0005472	LVA_33215, LVA_33375	HER_35434
OG0005473	LVA_9436, LVA_9524	HER_33701
OG0005474	LVA_22228	HER_9368
OG0005476	LVA_7855, LVA_7723	HER_33197
OG0005477	LVA_33658, LVA_34473	HER_36059
OG0005478	LVA_27897	HER_4430, HER_4911
OG0005479	LVA_8039	HER_5471, HER_5458
OG0005481	LVA_29282	HER_28919, HER_28906
OG0005482	LVA_26037	HER_1106
OG0005483	LVA_24082, LVA_24383	HER_45862
OG0005484	LVA_34145, LVA_33971	HER_36685
OG0005485	LVA_33058, LVA_33005	HER_36602
OG0005486	LVA_978, LVA_697	HER_30366
OG0005487	LVA_30166	HER_38945, HER_38944, HER_38943
OG0005489	LVA_12278, LVA_12495	HER_22761
OG0005492	LVA_14730	HER_42754, HER_42708
OG0005493	LVA_15182	HER_43463, HER_43467
OG0005494	LVA_15180	HER_43415
OG0005495	LVA_15175	HER_43412
OG0005496	LVA_14678	HER_43410
OG0005497	LVA_19019	HER_26924
OG0005498	LVA_9266, LVA_9370	HER_33534
OG0005499	LVA_9267, LVA_9371	HER_33527, HER_33520
OG0005500	LVA_36257	HER_6897
OG0005501	LVA_36256	HER_6898
OG0005502	LVA_16102	HER_20220
OG0005503	LVA_16481	HER_20169
OG0005504	LVA_19606, LVA_19598	HER_26896
OG0005505	LVA_16180, LVA_16182	HER_20266
OG0005506	LVA_16192	HER_20277, HER_20278
OG0005507	LVA_16025	HER_20400
OG0005508	LVA_16021	HER_20405
OG0005509	LVA_16080	HER_20475
OG0005510	LVA_16075	HER_20481
OG0005511	LVA_16068, LVA_16065	HER_20491
OG0005514	LVA_16045	HER_20541
OG0005515	LVA_15865	HER_20365
OG0005516	LVA_16412	HER_20321
OG0005517	LVA_16410	HER_20320, HER_20317
OG0005518	LVA_16346	HER_20398
OG0005519	LVA_15759	HER_20661
OG0005519	LVA_15762	HER_20669
OG0005520	LVA_15793	HER_20579, HER_20554
OG0005521	LVA_16762, LVA_16958	HER_20587, HER_20574
OG0005522	LVA_16962, LVA_16759	HER_20567, HER_20593
OG0005523	LVA_16559, LVA_16563, LVA_16560	HER_20611, HER_20614
OG0005524	LVA_16287	HER_20675
OG0005525	LVA_19251	HER_26822, HER_26848
OG0005526	LVA_16742, LVA_16713	HER_20759
OG0005527	LVA_15891	HER_20856, HER_20828
OG0005528	LVA_16438	HER_20863
OG0005529	LVA_15720	HER_20966, HER_20960, HER_20959
OG0005530	LVA_15986, LVA_15985, LVA_15984	HER_20931
OG0005531	LVA_15978	HER_20921
OG0005533	LVA_16702, LVA_16732	HER_20002
OG0005534	LVA_16360	HER_20050, HER_20046
OG0005535	LVA_16811, LVA_16908	HER_19435
OG0005536	LVA_16785, LVA_16938	HER_19847
OG0005538	LVA_16658, LVA_16608	HER_19831
OG0005539	LVA_16601, LVA_16652	HER_19822
OG0005540	LVA_16641, LVA_16588, LVA_16587	HER_19815
OG0005541	LVA_16581, LVA_16637	HER_19810
OG0005542	LVA_16224	HER_19694, HER_19701
OG0005543	LVA_16551	HER_19718
OG0005543	LVA_16553	HER_19722
OG0005544	LVA_16880, LVA_16838	HER_19727
OG0005545	LVA_16207	HER_19748, HER_19774, HER_19776
OG0005546	LVA_15857	HER_20118
OG0005547	LVA_16566	HER_20086
OG0005548	LVA_16494	HER_20155
OG0005549	LVA_17002, LVA_16969	HER_19625, HER_19637
OG0005550	LVA_15882	HER_19571, HER_19561
OG0005552	LVA_16229	HER_19678
OG0005553	LVA_19334	HER_26709, HER_26727
OG0005554	LVA_36785	HER_5832
OG0005555	LVA_19133	HER_27014, HER_27008
OG0005556	LVA_6982	HER_24137
OG0005558	LVA_27313	HER_3660
OG0005560	LVA_4010	HER_18011
OG0005561	LVA_18890	HER_26340, HER_26370
OG0005562	LVA_33543, LVA_33428	HER_35329
OG0005563	LVA_19581	HER_27049, HER_27048
OG0005564	LVA_20184	HER_11699
OG0005565	LVA_8685, LVA_8787	HER_33649
OG0005566	LVA_25137	HER_815, HER_788
OG0005567	LVA_2581, LVA_2563	HER_47621
OG0005568	LVA_2712	HER_47754
OG0005569	LVA_8700, LVA_8769	HER_32823
OG0005570	LVA_15225	HER_43886
OG0005571	LVA_14362, LVA_13925	HER_41897
OG0005573	LVA_4563	HER_17266
OG0005574	LVA_13892	HER_42666
OG0005575	LVA_15245	HER_42936
OG0005576	LVA_1597	HER_2930, HER_38815, HER_13112
OG0005577	LVA_14969	HER_44247
OG0005578	LVA_34890	HER_35968, HER_35990
OG0005579	LVA_4022	HER_16999
OG0005580	LVA_3343	HER_17113, HER_17124
OG0005581	LVA_18710	HER_26659
OG0005582	LVA_3194	HER_12043
OG0005582	LVA_3192	HER_18050
OG0005583	LVA_3139	HER_18099
OG0005584	LVA_3676	HER_18613
OG0005585	LVA_18896	HER_26682
OG0005586	LVA_4111	HER_17873
OG0005587	LVA_4068	HER_17851
OG0005587	LVA_4069	HER_17852
OG0005588	LVA_4044	HER_17828
OG0005589	LVA_3632	HER_17806
OG0005590	LVA_3645, LVA_3643	HER_17794
OG0005591	LVA_4740	HER_17782
OG0005592	LVA_4732	HER_17770
OG0005593	LVA_4729	HER_17729
OG0005594	LVA_4682	HER_17715
OG0005595	LVA_4679, LVA_4680	HER_17713
OG0005596	LVA_4623	HER_17655
OG0005598	LVA_3483	HER_17614
OG0005599	LVA_11537	HER_27392
OG0005600	LVA_3511	HER_17595, HER_17594
OG0005601	LVA_3512	HER_17593
OG0005602	LVA_3519	HER_17588
OG0005603	LVA_3537	HER_17559
OG0005604	LVA_3964	HER_17504
OG0005605	LVA_3959	HER_17490
OG0005606	LVA_4508	HER_17480
OG0005607	LVA_4506	HER_17478
OG0005608	LVA_4477, LVA_4478	HER_17434
OG0005609	LVA_3876	HER_17420
OG0005610	LVA_3775	HER_18612
OG0005611	LVA_3796	HER_18951, HER_18962
OG0005612	LVA_19386	HER_26325
OG0005613	LVA_3822	HER_18910
OG0005614	LVA_3342	HER_17112, HER_17122
OG0005615	LVA_3845	HER_18872
OG0005616	LVA_19397	HER_26305
OG0005616	LVA_19244	HER_13247
OG0005617	LVA_4403, LVA_4400	HER_18743
OG0005618	LVA_4391	HER_18720
OG0005619	LVA_4238	HER_18601, HER_18602
OG0005620	LVA_4240	HER_18599, HER_18604
OG0005621	LVA_4242	HER_18606, HER_18597
OG0005622	LVA_3731	HER_19190
OG0005623	LVA_22584, LVA_3730	HER_19191
OG0005624	LVA_4273, LVA_4272	HER_19144
OG0005625	LVA_19154, LVA_19153	HER_26251
OG0005626	LVA_3579	HER_19096
OG0005627	LVA_3574	HER_19081, HER_19091, HER_19071
OG0005628	LVA_4041	HER_19061
OG0005629	LVA_3233	HER_19055
OG0005630	LVA_3086	HER_18144
OG0005631	LVA_3081	HER_18148
OG0005632	LVA_3032	HER_18201
OG0005633	LVA_3019	HER_18216
OG0005634	LVA_2999	HER_18254
OG0005635	LVA_3357	HER_18329
OG0005637	LVA_4002	HER_18411
OG0005638	LVA_4788	HER_19321, HER_19302
OG0005639	LVA_18902	HER_26192
OG0005640	LVA_4778	HER_19281
OG0005641	LVA_3727, LVA_3729	HER_19193
OG0005642	LVA_7164	HER_24085, HER_24097, HER_24087
OG0005644	LVA_6333, LVA_6313	HER_13645, HER_13618, HER_13617
OG0005645	LVA_6332, LVA_6314	HER_13644, HER_13616
OG0005646	LVA_29262	HER_28219
OG0005647	LVA_5024	HER_10031
OG0005647	LVA_11044, LVA_11079	HER_19438
OG0005648	LVA_34695, LVA_34644	HER_36193
OG0005649	LVA_2896	HER_46954
OG0005650	LVA_21224, LVA_21389	HER_10475, HER_10464
OG0005651	LVA_21402, LVA_21238	HER_9869
OG0005653	LVA_25931	HER_817, HER_790
OG0005654	LVA_18799	HER_26605, HER_26597
OG0005655	LVA_2546	HER_46635
OG0005656	LVA_18809	HER_26587
OG0005657	LVA_20296	HER_10803
OG0005658	LVA_31767	HER_37420, HER_37404
OG0005659	LVA_31764	HER_37421, HER_37405
OG0005660	LVA_31761	HER_37406, HER_37422
OG0005661	LVA_21909	HER_8880, HER_8867
OG0005662	LVA_21908	HER_8866, HER_8879
OG0005663	LVA_13798, LVA_13758	HER_41237
OG0005664	LVA_13800, LVA_13756	HER_41232
OG0005665	LVA_34475, LVA_33656	HER_27643, HER_36083
OG0005666	LVA_19213	HER_26041
OG0005667	LVA_33217, LVA_33377	HER_35429
OG0005668	LVA_19102	HER_26062
OG0005669	LVA_14540, LVA_16270	HER_8021
OG0005670	LVA_36286	HER_7339
OG0005671	LVA_23671, LVA_23591	HER_45183
OG0005672	LVA_23592, LVA_23672	HER_45184
OG0005673	LVA_18740	HER_25968
OG0005674	LVA_18739	HER_25967
OG0005675	LVA_15576, LVA_15585	HER_42046
OG0005676	LVA_15584, LVA_15577	HER_42026, HER_42045
OG0005677	LVA_15581	HER_42044, HER_42027
OG0005678	LVA_18738	HER_25966
OG0005679	LVA_2883, LVA_2880	HER_46791
OG0005680	LVA_1771	HER_46679
OG0005681	LVA_1824	HER_46666
OG0005682	LVA_1822	HER_46663
OG0005683	LVA_1821, LVA_1816	HER_46656
OG0005684	LVA_1802	HER_46650
OG0005685	LVA_1617	HER_46863
OG0005686	LVA_1625	HER_46873
OG0005687	LVA_2163	HER_47006
OG0005688	LVA_2267	HER_47075
OG0005689	LVA_19099	HER_26492
OG0005690	LVA_2255	HER_47083
OG0005692	LVA_2835	HER_47132, HER_47137
OG0005693	LVA_19094	HER_26477, HER_26483
OG0005694	LVA_2084	HER_47848
OG0005695	LVA_2869	HER_47889
OG0005696	LVA_2871	HER_47893, HER_47901
OG0005697	LVA_2032	HER_48210, HER_48193
OG0005698	LVA_19523	HER_26351, HER_26379
OG0005699	LVA_2370, LVA_2357, LVA_2373	HER_47342
OG0005700	LVA_2492, LVA_2418	HER_47379, HER_47395
OG0005701	LVA_2420, LVA_2490	HER_47384, HER_47399, HER_47400
OG0005702	LVA_2762	HER_47418
OG0005703	LVA_2550	HER_47434
OG0005704	LVA_2296	HER_47512, HER_47498
OG0005705	LVA_1903	HER_47575
OG0005706	LVA_1891	HER_47589
OG0005707	LVA_1879	HER_47596
OG0005708	LVA_2815	HER_47196, HER_47195
OG0005709	LVA_2800	HER_47226, HER_47229
OG0005710	LVA_18891	HER_26339, HER_26369
OG0005711	LVA_1657	HER_48054, HER_48053
OG0005712	LVA_1995	HER_47736
OG0005713	LVA_1992	HER_47731
OG0005714	LVA_2240	HER_47717
OG0005715	LVA_1958	HER_47660
OG0005716	LVA_18795	HER_26625
OG0005717	LVA_18722, LVA_19307	HER_25897
OG0005718	LVA_18637	HER_25866
OG0005719	LVA_19304	HER_26102, HER_26104
OG0005720	LVA_28579	HER_28901, HER_28910
OG0005721	LVA_33422	HER_35356
OG0005722	LVA_28300, LVA_28359, LVA_28	HER_27837
OG0005723	LVA_28301, LVA_28360	HER_27838
OG0005724	LVA_26817	HER_3265
OG0005725	LVA_28341, LVA_28402	HER_29384
OG0005726	LVA_29326	HER_29096
OG0005727	LVA_29327	HER_29101
OG0005728	LVA_28895	HER_28119
OG0005729	LVA_28498	HER_28299
OG0005730	LVA_28248, LVA_28185	HER_28336
OG0005731	LVA_28803	HER_28359, HER_28374
OG0005732	LVA_28411	HER_29402
OG0005733	LVA_29494, LVA_29403, LVA_29493	HER_28030
OG0005737	LVA_28522	HER_27695
OG0005739	LVA_28516	HER_27674, HER_27677
OG0005740	LVA_28936	HER_28459
OG0005741	LVA_28687	HER_28484
OG0005742	LVA_28695	HER_28505
OG0005743	LVA_29463, LVA_29434	HER_28692, HER_28699
OG0005744	LVA_29426, LVA_29472	HER_28719, HER_28707
